weapon_id,quality,dataset,band,center_m,sample_distances_m,mean_distance_expected_dps,min_distance_expected_dps
short_bow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,near,10,9/10/11,2.13,2.10
short_bow,Q6,vanilla,mid,18,17/18/19,1.28,0.00
short_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
short_bow,Q6,mod,near,10,9/10/11,3.51,3.47
short_bow,Q6,mod,mid,18,17/18/19,2.10,0.00
short_bow,Q6,mod,far,22,21/22/23,0.00,0.00
short_bow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,near,10,9/10/11,2.22,2.06
war_bow,Q1,vanilla,mid,18,17/18/19,0.67,0.00
war_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q1,mod,near,10,9/10/11,1.85,1.72
war_bow,Q1,mod,mid,18,17/18/19,0.78,0.64
war_bow,Q1,mod,far,22,21/22/23,0.00,0.00
war_bow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,near,10,9/10/11,2.75,2.63
war_bow,Q2,vanilla,mid,18,17/18/19,1.23,0.00
war_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q2,mod,near,10,9/10/11,2.39,2.29
war_bow,Q2,mod,mid,18,17/18/19,1.55,1.44
war_bow,Q2,mod,far,22,21/22/23,0.41,0.00
war_bow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,near,10,9/10/11,3.23,3.15
war_bow,Q3,vanilla,mid,18,17/18/19,1.75,0.00
war_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q3,mod,near,10,9/10/11,2.96,2.89
war_bow,Q3,mod,mid,18,17/18/19,2.37,2.29
war_bow,Q3,mod,far,22,21/22/23,0.72,0.00
war_bow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,near,10,9/10/11,3.39,3.33
war_bow,Q4,vanilla,mid,18,17/18/19,1.94,0.00
war_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q4,mod,near,10,9/10/11,3.33,3.27
war_bow,Q4,mod,mid,18,17/18/19,2.83,2.76
war_bow,Q4,mod,far,22,21/22/23,0.88,0.00
war_bow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,near,10,9/10/11,3.47,3.42
war_bow,Q5,vanilla,mid,18,17/18/19,2.03,0.00
war_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q5,mod,near,10,9/10/11,3.73,3.66
war_bow,Q5,mod,mid,18,17/18/19,3.24,3.18
war_bow,Q5,mod,far,22,21/22/23,1.02,0.00
war_bow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q6,vanilla,near,10,9/10/11,3.56,3.51
war_bow,Q6,vanilla,mid,18,17/18/19,2.13,0.00
war_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q6,mod,near,10,9/10/11,4.20,4.14
war_bow,Q6,mod,mid,18,17/18/19,3.74,3.68
war_bow,Q6,mod,far,22,21/22/23,1.19,0.00
war_bow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q1,vanilla,near,10,9/10/11,2.67,2.47
curved_bow,Q1,vanilla,mid,18,17/18/19,0.81,0.00
curved_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q1,mod,near,10,9/10/11,2.04,1.89
curved_bow,Q1,mod,mid,18,17/18/19,0.85,0.71
curved_bow,Q1,mod,far,22,21/22/23,0.26,0.11
curved_bow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q2,vanilla,near,10,9/10/11,3.30,3.15
curved_bow,Q2,vanilla,mid,18,17/18/19,1.47,0.00
curved_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q2,mod,near,10,9/10/11,2.63,2.52
curved_bow,Q2,mod,mid,18,17/18/19,1.70,1.59
curved_bow,Q2,mod,far,22,21/22/23,1.24,1.12
curved_bow,Q2,mod,ultra_far,25,24/25/26,0.34,0.00
curved_bow,Q3,vanilla,near,10,9/10/11,3.88,3.78
curved_bow,Q3,vanilla,mid,18,17/18/19,2.10,0.00
curved_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q3,mod,near,10,9/10/11,3.26,3.18
curved_bow,Q3,mod,mid,18,17/18/19,2.61,2.53
curved_bow,Q3,mod,far,22,21/22/23,2.28,2.20
curved_bow,Q3,mod,ultra_far,25,24/25/26,0.71,0.00
curved_bow,Q4,vanilla,near,10,9/10/11,4.07,4.00
curved_bow,Q4,vanilla,mid,18,17/18/19,2.33,0.00
curved_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q4,mod,near,10,9/10/11,3.67,3.60
curved_bow,Q4,mod,mid,18,17/18/19,3.11,3.04
curved_bow,Q4,mod,far,22,21/22/23,2.83,2.76
curved_bow,Q4,mod,ultra_far,25,24/25/26,0.90,0.00
curved_bow,Q5,vanilla,near,10,9/10/11,4.17,4.10
curved_bow,Q5,vanilla,mid,18,17/18/19,2.44,0.00
curved_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q5,mod,near,10,9/10/11,4.10,4.04
curved_bow,Q5,mod,mid,18,17/18/19,3.57,3.50
curved_bow,Q5,mod,far,22,21/22/23,3.30,3.23
curved_bow,Q5,mod,ultra_far,25,24/25/26,1.06,0.00
curved_bow,Q6,vanilla,near,10,9/10/11,4.27,4.21
curved_bow,Q6,vanilla,mid,18,17/18/19,2.55,0.00
curved_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q6,mod,near,10,9/10/11,4.62,4.56
curved_bow,Q6,mod,mid,18,17/18/19,4.12,4.06
curved_bow,Q6,mod,far,22,21/22/23,3.87,3.80
curved_bow,Q6,mod,ultra_far,25,24/25/26,2.47,0.00
long_bow,Q1,vanilla,near,10,9/10/11,3.06,2.97
long_bow,Q1,vanilla,mid,18,17/18/19,1.63,0.00
long_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q1,mod,near,10,9/10/11,3.11,3.03
long_bow,Q1,mod,mid,18,17/18/19,2.45,2.37
long_bow,Q1,mod,far,22,21/22/23,2.12,2.03
long_bow,Q1,mod,ultra_far,25,24/25/26,1.87,1.79
long_bow,Q2,vanilla,near,10,9/10/11,3.38,3.32
long_bow,Q2,vanilla,mid,18,17/18/19,1.95,0.00
long_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q2,mod,near,10,9/10/11,3.59,3.53
long_bow,Q2,mod,mid,18,17/18/19,3.07,3.01
long_bow,Q2,mod,far,22,21/22/23,2.81,2.75
long_bow,Q2,mod,ultra_far,25,24/25/26,2.62,2.55
long_bow,Q3,vanilla,near,10,9/10/11,3.67,3.63
long_bow,Q3,vanilla,mid,18,17/18/19,2.24,0.00
long_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q3,mod,near,10,9/10/11,4.10,4.05
long_bow,Q3,mod,mid,18,17/18/19,3.74,3.69
long_bow,Q3,mod,far,22,21/22/23,3.55,3.51
long_bow,Q3,mod,ultra_far,25,24/25/26,3.42,3.37
long_bow,Q4,vanilla,near,10,9/10/11,3.75,3.72
long_bow,Q4,vanilla,mid,18,17/18/19,2.34,0.00
long_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q4,mod,near,10,9/10/11,4.49,4.46
long_bow,Q4,mod,mid,18,17/18/19,4.18,4.14
long_bow,Q4,mod,far,22,21/22/23,4.03,3.99
long_bow,Q4,mod,ultra_far,25,24/25/26,3.91,3.87
long_bow,Q5,vanilla,near,10,9/10/11,3.79,3.76
long_bow,Q5,vanilla,mid,18,17/18/19,2.38,0.00
long_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q5,mod,near,10,9/10/11,4.96,4.92
long_bow,Q5,mod,mid,18,17/18/19,4.66,4.62
long_bow,Q5,mod,far,22,21/22/23,4.51,4.47
long_bow,Q5,mod,ultra_far,25,24/25/26,4.40,4.36
long_bow,Q6,vanilla,near,10,9/10/11,3.83,3.81
long_bow,Q6,vanilla,mid,18,17/18/19,2.43,0.00
long_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q6,mod,near,10,9/10/11,5.52,5.49
long_bow,Q6,mod,mid,18,17/18/19,5.24,5.20
long_bow,Q6,mod,far,22,21/22/23,5.10,5.06
long_bow,Q6,mod,ultra_far,25,24/25/26,4.99,4.96
light_crossbow,Q1,vanilla,near,10,9/10/11,1.30,1.26
light_crossbow,Q1,vanilla,mid,18,17/18/19,1.02,0.98
light_crossbow,Q1,vanilla,far,22,21/22/23,0.88,0.85
light_crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.53,0.00
light_crossbow,Q1,mod,near,10,9/10/11,1.56,1.52
light_crossbow,Q1,mod,mid,18,17/18/19,0.42,0.00
light_crossbow,Q1,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q2,vanilla,near,10,9/10/11,1.74,1.71
light_crossbow,Q2,vanilla,mid,18,17/18/19,1.49,1.45
light_crossbow,Q2,vanilla,far,22,21/22/23,1.36,1.33
light_crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.85,0.00
light_crossbow,Q2,mod,near,10,9/10/11,1.80,1.77
light_crossbow,Q2,mod,mid,18,17/18/19,0.52,0.00
light_crossbow,Q2,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q3,vanilla,near,10,9/10/11,2.08,2.06
light_crossbow,Q3,vanilla,mid,18,17/18/19,1.90,1.87
light_crossbow,Q3,vanilla,far,22,21/22/23,1.80,1.78
light_crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.16,0.00
light_crossbow,Q3,mod,near,10,9/10/11,2.03,2.01
light_crossbow,Q3,mod,mid,18,17/18/19,0.62,0.00
light_crossbow,Q3,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q4,vanilla,near,10,9/10/11,2.39,2.37
light_crossbow,Q4,vanilla,mid,18,17/18/19,2.22,2.20
light_crossbow,Q4,vanilla,far,22,21/22/23,2.14,2.12
light_crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.39,0.00
light_crossbow,Q4,mod,near,10,9/10/11,2.14,2.12
light_crossbow,Q4,mod,mid,18,17/18/19,0.67,0.00
light_crossbow,Q4,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q5,vanilla,near,10,9/10/11,2.71,2.69
light_crossbow,Q5,vanilla,mid,18,17/18/19,2.55,2.53
light_crossbow,Q5,vanilla,far,22,21/22/23,2.47,2.45
light_crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.61,0.00
light_crossbow,Q5,mod,near,10,9/10/11,2.23,2.21
light_crossbow,Q5,mod,mid,18,17/18/19,0.70,0.00
light_crossbow,Q5,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q6,vanilla,near,10,9/10/11,3.38,3.36
light_crossbow,Q6,vanilla,mid,18,17/18/19,3.21,3.19
light_crossbow,Q6,vanilla,far,22,21/22/23,3.12,3.10
light_crossbow,Q6,vanilla,ultra_far,25,24/25/26,2.04,0.00
light_crossbow,Q6,mod,near,10,9/10/11,2.34,2.33
light_crossbow,Q6,mod,mid,18,17/18/19,1.49,0.00
light_crossbow,Q6,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q1,vanilla,near,10,9/10/11,1.16,1.13
crossbow,Q1,vanilla,mid,18,17/18/19,0.91,0.88
crossbow,Q1,vanilla,far,22,21/22/23,0.79,0.76
crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.47,0.00
crossbow,Q1,mod,near,10,9/10/11,1.68,1.63
crossbow,Q1,mod,mid,18,17/18/19,0.90,0.00
crossbow,Q1,mod,far,22,21/22/23,0.00,0.00
crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q2,vanilla,near,10,9/10/11,1.55,1.52
crossbow,Q2,vanilla,mid,18,17/18/19,1.33,1.30
crossbow,Q2,vanilla,far,22,21/22/23,1.21,1.19
crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.76,0.00
crossbow,Q2,mod,near,10,9/10/11,1.94,1.90
crossbow,Q2,mod,mid,18,17/18/19,1.12,0.00
crossbow,Q2,mod,far,22,21/22/23,0.00,0.00
crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q3,vanilla,near,10,9/10/11,1.86,1.84
crossbow,Q3,vanilla,mid,18,17/18/19,1.69,1.67
crossbow,Q3,vanilla,far,22,21/22/23,1.61,1.59
crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.04,0.00
crossbow,Q3,mod,near,10,9/10/11,2.19,2.16
crossbow,Q3,mod,mid,18,17/18/19,1.34,0.00
crossbow,Q3,mod,far,22,21/22/23,0.00,0.00
crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q4,vanilla,near,10,9/10/11,2.13,2.11
crossbow,Q4,vanilla,mid,18,17/18/19,1.98,1.96
crossbow,Q4,vanilla,far,22,21/22/23,1.91,1.89
crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.24,0.00
crossbow,Q4,mod,near,10,9/10/11,2.30,2.28
crossbow,Q4,mod,mid,18,17/18/19,1.43,0.00
crossbow,Q4,mod,far,22,21/22/23,0.00,0.00
crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q5,vanilla,near,10,9/10/11,2.42,2.41
crossbow,Q5,vanilla,mid,18,17/18/19,2.28,2.26
crossbow,Q5,vanilla,far,22,21/22/23,2.21,2.19
crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.44,0.00
crossbow,Q5,mod,near,10,9/10/11,2.40,2.38
crossbow,Q5,mod,mid,18,17/18/19,2.25,2.23
crossbow,Q5,mod,far,22,21/22/23,0.00,0.00
crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q6,vanilla,near,10,9/10/11,3.02,3.00
crossbow,Q6,vanilla,mid,18,17/18/19,2.86,2.84
crossbow,Q6,vanilla,far,22,21/22/23,2.79,2.77
crossbow,Q6,vanilla,ultra_far,25,24/25/26,1.83,0.00
crossbow,Q6,mod,near,10,9/10/11,2.52,2.50
crossbow,Q6,mod,mid,18,17/18/19,2.39,2.38
crossbow,Q6,mod,far,22,21/22/23,0.00,0.00
crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q1,vanilla,near,10,9/10/11,1.50,1.46
heavy_crossbow,Q1,vanilla,mid,18,17/18/19,1.18,1.14
heavy_crossbow,Q1,vanilla,far,22,21/22/23,1.02,0.98
heavy_crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.61,0.00
heavy_crossbow,Q1,mod,near,10,9/10/11,1.89,1.84
heavy_crossbow,Q1,mod,mid,18,17/18/19,1.49,1.44
heavy_crossbow,Q1,mod,far,22,21/22/23,0.45,0.00
heavy_crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q2,vanilla,near,10,9/10/11,2.00,1.97
heavy_crossbow,Q2,vanilla,mid,18,17/18/19,1.71,1.68
heavy_crossbow,Q2,vanilla,far,22,21/22/23,1.57,1.53
heavy_crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.99,0.00
heavy_crossbow,Q2,mod,near,10,9/10/11,2.18,2.15
heavy_crossbow,Q2,mod,mid,18,17/18/19,1.87,1.83
heavy_crossbow,Q2,mod,far,22,21/22/23,0.58,0.00
heavy_crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q3,vanilla,near,10,9/10/11,2.40,2.37
heavy_crossbow,Q3,vanilla,mid,18,17/18/19,2.19,2.16
heavy_crossbow,Q3,vanilla,far,22,21/22/23,2.08,2.05
heavy_crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.34,0.00
heavy_crossbow,Q3,mod,near,10,9/10/11,2.47,2.44
heavy_crossbow,Q3,mod,mid,18,17/18/19,2.25,2.22
heavy_crossbow,Q3,mod,far,22,21/22/23,1.43,0.00
heavy_crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q4,vanilla,near,10,9/10/11,2.75,2.73
heavy_crossbow,Q4,vanilla,mid,18,17/18/19,2.56,2.54
heavy_crossbow,Q4,vanilla,far,22,21/22/23,2.47,2.44
heavy_crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.60,0.00
heavy_crossbow,Q4,mod,near,10,9/10/11,2.60,2.58
heavy_crossbow,Q4,mod,mid,18,17/18/19,2.42,2.39
heavy_crossbow,Q4,mod,far,22,21/22/23,1.56,0.00
heavy_crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q5,vanilla,near,10,9/10/11,3.13,3.11
heavy_crossbow,Q5,vanilla,mid,18,17/18/19,2.94,2.92
heavy_crossbow,Q5,vanilla,far,22,21/22/23,2.85,2.83
heavy_crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.86,0.00
heavy_crossbow,Q5,mod,near,10,9/10/11,2.70,2.68
heavy_crossbow,Q5,mod,mid,18,17/18/19,2.54,2.52
heavy_crossbow,Q5,mod,far,22,21/22/23,1.65,0.00
heavy_crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q6,vanilla,near,10,9/10/11,3.90,3.87
heavy_crossbow,Q6,vanilla,mid,18,17/18/19,3.70,3.68
heavy_crossbow,Q6,vanilla,far,22,21/22/23,3.60,3.58
heavy_crossbow,Q6,vanilla,ultra_far,25,24/25/26,2.36,0.00
heavy_crossbow,Q6,mod,near,10,9/10/11,2.84,2.83
heavy_crossbow,Q6,mod,mid,18,17/18/19,2.70,2.68
heavy_crossbow,Q6,mod,far,22,21/22/23,1.76,0.00
heavy_crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
