weapon_id,quality,dataset,band,armor_profile,flat_mitigation_proxy,center_m,sample_distances_m,mean_expected_damage_per_shot,min_expected_damage_per_shot
short_bow,Q4,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q4,mod,near,none,0.00,10,9/10/11,10.38,10.18
short_bow,Q4,mod,near,light,0.28,10,9/10/11,8.49,8.33
short_bow,Q4,mod,near,medium,0.48,10,9/10/11,7.14,7.01
short_bow,Q4,mod,near,heavy,0.68,10,9/10/11,5.79,5.68
short_bow,Q4,mod,mid,none,0.00,18,17/18/19,5.93,0.00
short_bow,Q4,mod,mid,light,0.28,18,17/18/19,4.85,0.00
short_bow,Q4,mod,mid,medium,0.48,18,17/18/19,4.08,0.00
short_bow,Q4,mod,mid,heavy,0.68,18,17/18/19,3.31,0.00
short_bow,Q4,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q4,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,near,none,0.00,10,9/10/11,10.32,10.15
short_bow,Q5,vanilla,near,light,0.28,10,9/10/11,9.74,9.58
short_bow,Q5,vanilla,near,medium,0.48,10,9/10/11,9.33,9.18
short_bow,Q5,vanilla,near,heavy,0.68,10,9/10/11,8.92,8.77
short_bow,Q5,vanilla,mid,none,0.00,18,17/18/19,6.04,0.00
short_bow,Q5,vanilla,mid,light,0.28,18,17/18/19,5.70,0.00
short_bow,Q5,vanilla,mid,medium,0.48,18,17/18/19,5.46,0.00
short_bow,Q5,vanilla,mid,heavy,0.68,18,17/18/19,5.22,0.00
short_bow,Q5,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q5,mod,near,none,0.00,10,9/10/11,11.25,11.07
short_bow,Q5,mod,near,light,0.28,10,9/10/11,9.20,9.05
short_bow,Q5,mod,near,medium,0.48,10,9/10/11,7.74,7.61
short_bow,Q5,mod,near,heavy,0.68,10,9/10/11,6.28,6.17
short_bow,Q5,mod,mid,none,0.00,18,17/18/19,6.58,0.00
short_bow,Q5,mod,mid,light,0.28,18,17/18/19,5.39,0.00
short_bow,Q5,mod,mid,medium,0.48,18,17/18/19,4.53,0.00
short_bow,Q5,mod,mid,heavy,0.68,18,17/18/19,3.67,0.00
short_bow,Q5,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q5,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,near,none,0.00,10,9/10/11,10.56,10.42
short_bow,Q6,vanilla,near,light,0.28,10,9/10/11,9.97,9.83
short_bow,Q6,vanilla,near,medium,0.48,10,9/10/11,9.55,9.42
short_bow,Q6,vanilla,near,heavy,0.68,10,9/10/11,9.12,9.00
short_bow,Q6,vanilla,mid,none,0.00,18,17/18/19,6.32,0.00
short_bow,Q6,vanilla,mid,light,0.28,18,17/18/19,5.97,0.00
short_bow,Q6,vanilla,mid,medium,0.48,18,17/18/19,5.71,0.00
short_bow,Q6,vanilla,mid,heavy,0.68,18,17/18/19,5.46,0.00
short_bow,Q6,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q6,mod,near,none,0.00,10,9/10/11,12.14,11.98
short_bow,Q6,mod,near,light,0.28,10,9/10/11,9.93,9.80
short_bow,Q6,mod,near,medium,0.48,10,9/10/11,8.36,8.24
short_bow,Q6,mod,near,heavy,0.68,10,9/10/11,6.78,6.68
short_bow,Q6,mod,mid,none,0.00,18,17/18/19,7.27,0.00
short_bow,Q6,mod,mid,light,0.28,18,17/18/19,5.95,0.00
short_bow,Q6,mod,mid,medium,0.48,18,17/18/19,5.00,0.00
short_bow,Q6,mod,mid,heavy,0.68,18,17/18/19,4.06,0.00
short_bow,Q6,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q6,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,near,none,0.00,10,9/10/11,11.00,10.20
war_bow,Q1,vanilla,near,light,0.28,10,9/10/11,10.38,9.63
war_bow,Q1,vanilla,near,medium,0.48,10,9/10/11,9.94,9.22
war_bow,Q1,vanilla,near,heavy,0.68,10,9/10/11,9.50,8.81
war_bow,Q1,vanilla,mid,none,0.00,18,17/18/19,3.33,0.00
war_bow,Q1,vanilla,mid,light,0.28,18,17/18/19,3.15,0.00
war_bow,Q1,vanilla,mid,medium,0.48,18,17/18/19,3.01,0.00
war_bow,Q1,vanilla,mid,heavy,0.68,18,17/18/19,2.88,0.00
war_bow,Q1,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q1,mod,near,none,0.00,10,9/10/11,10.12,9.38
war_bow,Q1,mod,near,light,0.28,10,9/10/11,8.84,8.20
war_bow,Q1,mod,near,medium,0.48,10,9/10/11,7.93,7.36
war_bow,Q1,mod,near,heavy,0.68,10,9/10/11,7.02,6.51
war_bow,Q1,mod,mid,none,0.00,18,17/18/19,4.23,3.50
war_bow,Q1,mod,mid,light,0.28,18,17/18/19,3.70,3.06
war_bow,Q1,mod,mid,medium,0.48,18,17/18/19,3.32,2.74
war_bow,Q1,mod,mid,heavy,0.68,18,17/18/19,2.94,2.43
war_bow,Q1,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q1,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,near,none,0.00,10,9/10/11,13.60,13.00
war_bow,Q2,vanilla,near,light,0.28,10,9/10/11,12.84,12.27
war_bow,Q2,vanilla,near,medium,0.48,10,9/10/11,12.29,11.75
war_bow,Q2,vanilla,near,heavy,0.68,10,9/10/11,11.75,11.23
war_bow,Q2,vanilla,mid,none,0.00,18,17/18/19,6.07,0.00
war_bow,Q2,vanilla,mid,light,0.28,18,17/18/19,5.73,0.00
war_bow,Q2,vanilla,mid,medium,0.48,18,17/18/19,5.48,0.00
war_bow,Q2,vanilla,mid,heavy,0.68,18,17/18/19,5.24,0.00
war_bow,Q2,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q2,mod,near,none,0.00,10,9/10/11,12.92,12.35
war_bow,Q2,mod,near,light,0.28,10,9/10/11,11.29,10.79
war_bow,Q2,mod,near,medium,0.48,10,9/10/11,10.13,9.68
war_bow,Q2,mod,near,heavy,0.68,10,9/10/11,8.97,8.57
war_bow,Q2,mod,mid,none,0.00,18,17/18/19,8.36,7.79
war_bow,Q2,mod,mid,light,0.28,18,17/18/19,7.31,6.81
war_bow,Q2,mod,mid,medium,0.48,18,17/18/19,6.55,6.11
war_bow,Q2,mod,mid,heavy,0.68,18,17/18/19,5.80,5.41
war_bow,Q2,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q2,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q2,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q2,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q2,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,near,none,0.00,10,9/10/11,16.00,15.60
war_bow,Q3,vanilla,near,light,0.28,10,9/10/11,15.10,14.73
war_bow,Q3,vanilla,near,medium,0.48,10,9/10/11,14.46,14.10
war_bow,Q3,vanilla,near,heavy,0.68,10,9/10/11,13.82,13.48
war_bow,Q3,vanilla,mid,none,0.00,18,17/18/19,8.67,0.00
war_bow,Q3,vanilla,mid,light,0.28,18,17/18/19,8.18,0.00
war_bow,Q3,vanilla,mid,medium,0.48,18,17/18/19,7.83,0.00
war_bow,Q3,vanilla,mid,heavy,0.68,18,17/18/19,7.49,0.00
war_bow,Q3,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q3,mod,near,none,0.00,10,9/10/11,15.68,15.29
war_bow,Q3,mod,near,light,0.28,10,9/10/11,13.70,13.36
war_bow,Q3,mod,near,medium,0.48,10,9/10/11,12.29,11.99
war_bow,Q3,mod,near,heavy,0.68,10,9/10/11,10.88,10.61
war_bow,Q3,mod,mid,none,0.00,18,17/18/19,12.54,12.15
war_bow,Q3,mod,mid,light,0.28,18,17/18/19,10.96,10.62
war_bow,Q3,mod,mid,medium,0.48,18,17/18/19,9.83,9.53
war_bow,Q3,mod,mid,heavy,0.68,18,17/18/19,8.71,8.43
war_bow,Q3,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q3,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q3,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q3,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q3,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,near,none,0.00,10,9/10/11,16.80,16.48
war_bow,Q4,vanilla,near,light,0.28,10,9/10/11,15.86,15.56
war_bow,Q4,vanilla,near,medium,0.48,10,9/10/11,15.19,14.90
war_bow,Q4,vanilla,near,heavy,0.68,10,9/10/11,14.52,14.24
war_bow,Q4,vanilla,mid,none,0.00,18,17/18/19,9.60,0.00
war_bow,Q4,vanilla,mid,light,0.28,18,17/18/19,9.06,0.00
war_bow,Q4,vanilla,mid,medium,0.48,18,17/18/19,8.68,0.00
war_bow,Q4,vanilla,mid,heavy,0.68,18,17/18/19,8.29,0.00
war_bow,Q4,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q4,mod,near,none,0.00,10,9/10/11,17.30,16.97
war_bow,Q4,mod,near,light,0.28,10,9/10/11,15.12,14.84
war_bow,Q4,mod,near,medium,0.48,10,9/10/11,13.57,13.31
war_bow,Q4,mod,near,heavy,0.68,10,9/10/11,12.01,11.78
war_bow,Q4,mod,mid,none,0.00,18,17/18/19,14.67,14.34
war_bow,Q4,mod,mid,light,0.28,18,17/18/19,12.82,12.53
war_bow,Q4,mod,mid,medium,0.48,18,17/18/19,11.50,11.24
war_bow,Q4,mod,mid,heavy,0.68,18,17/18/19,10.18,9.95
war_bow,Q4,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q4,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q4,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q4,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q4,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,near,none,0.00,10,9/10/11,17.20,16.92
war_bow,Q5,vanilla,near,light,0.28,10,9/10/11,16.24,15.97
war_bow,Q5,vanilla,near,medium,0.48,10,9/10/11,15.55,15.30
war_bow,Q5,vanilla,near,heavy,0.68,10,9/10/11,14.86,14.62
war_bow,Q5,vanilla,mid,none,0.00,18,17/18/19,10.07,0.00
war_bow,Q5,vanilla,mid,light,0.28,18,17/18/19,9.50,0.00
war_bow,Q5,vanilla,mid,medium,0.48,18,17/18/19,9.10,0.00
war_bow,Q5,vanilla,mid,heavy,0.68,18,17/18/19,8.70,0.00
war_bow,Q5,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q5,mod,near,none,0.00,10,9/10/11,18.75,18.44
war_bow,Q5,mod,near,light,0.28,10,9/10/11,16.39,16.12
war_bow,Q5,mod,near,medium,0.48,10,9/10/11,14.70,14.46
war_bow,Q5,mod,near,heavy,0.68,10,9/10/11,13.01,12.80
war_bow,Q5,mod,mid,none,0.00,18,17/18/19,16.31,16.00
war_bow,Q5,mod,mid,light,0.28,18,17/18/19,14.25,13.99
war_bow,Q5,mod,mid,medium,0.48,18,17/18/19,12.78,12.54
war_bow,Q5,mod,mid,heavy,0.68,18,17/18/19,11.32,11.10
war_bow,Q5,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q5,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q5,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q5,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q5,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q6,vanilla,near,none,0.00,10,9/10/11,17.60,17.36
war_bow,Q6,vanilla,near,light,0.28,10,9/10/11,16.61,16.39
war_bow,Q6,vanilla,near,medium,0.48,10,9/10/11,15.91,15.69
