weapon_id,quality,dataset,band,armor_profile,flat_mitigation_proxy,center_m,sample_distances_m,mean_distance_expected_armored_dps,min_distance_expected_armored_dps
short_bow,Q2,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q2,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q2,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q2,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q2,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q2,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q2,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q2,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q2,mod,near,none,0.00,10,9/10/11,2.00,1.91
short_bow,Q2,mod,near,light,0.28,10,9/10/11,1.64,1.56
short_bow,Q2,mod,near,medium,0.48,10,9/10/11,1.38,1.32
short_bow,Q2,mod,near,heavy,0.68,10,9/10/11,1.12,1.07
short_bow,Q2,mod,mid,none,0.00,18,17/18/19,0.46,0.00
short_bow,Q2,mod,mid,light,0.28,18,17/18/19,0.38,0.00
short_bow,Q2,mod,mid,medium,0.48,18,17/18/19,0.32,0.00
short_bow,Q2,mod,mid,heavy,0.68,18,17/18/19,0.26,0.00
short_bow,Q2,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q2,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q2,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q2,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q2,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q2,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q2,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q2,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q3,vanilla,near,none,0.00,10,9/10/11,1.94,1.89
short_bow,Q3,vanilla,near,light,0.28,10,9/10/11,1.83,1.79
short_bow,Q3,vanilla,near,medium,0.48,10,9/10/11,1.75,1.71
short_bow,Q3,vanilla,near,heavy,0.68,10,9/10/11,1.68,1.63
short_bow,Q3,vanilla,mid,none,0.00,18,17/18/19,1.05,0.00
short_bow,Q3,vanilla,mid,light,0.28,18,17/18/19,0.99,0.00
short_bow,Q3,vanilla,mid,medium,0.48,18,17/18/19,0.95,0.00
short_bow,Q3,vanilla,mid,heavy,0.68,18,17/18/19,0.91,0.00
short_bow,Q3,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q3,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q3,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q3,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q3,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q3,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q3,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q3,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q3,mod,near,none,0.00,10,9/10/11,2.48,2.41
short_bow,Q3,mod,near,light,0.28,10,9/10/11,2.03,1.98
short_bow,Q3,mod,near,medium,0.48,10,9/10/11,1.70,1.66
short_bow,Q3,mod,near,heavy,0.68,10,9/10/11,1.38,1.35
short_bow,Q3,mod,mid,none,0.00,18,17/18/19,1.34,0.00
short_bow,Q3,mod,mid,light,0.28,18,17/18/19,1.10,0.00
short_bow,Q3,mod,mid,medium,0.48,18,17/18/19,0.92,0.00
short_bow,Q3,mod,mid,heavy,0.68,18,17/18/19,0.75,0.00
short_bow,Q3,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q3,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q3,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q3,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q3,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q3,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q3,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q3,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,near,none,0.00,10,9/10/11,2.04,2.00
short_bow,Q4,vanilla,near,light,0.28,10,9/10/11,1.92,1.89
short_bow,Q4,vanilla,near,medium,0.48,10,9/10/11,1.84,1.81
short_bow,Q4,vanilla,near,heavy,0.68,10,9/10/11,1.76,1.73
short_bow,Q4,vanilla,mid,none,0.00,18,17/18/19,1.16,0.00
short_bow,Q4,vanilla,mid,light,0.28,18,17/18/19,1.10,0.00
short_bow,Q4,vanilla,mid,medium,0.48,18,17/18/19,1.05,0.00
short_bow,Q4,vanilla,mid,heavy,0.68,18,17/18/19,1.01,0.00
short_bow,Q4,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q4,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q4,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q4,mod,near,none,0.00,10,9/10/11,2.79,2.74
short_bow,Q4,mod,near,light,0.28,10,9/10/11,2.28,2.24
short_bow,Q4,mod,near,medium,0.48,10,9/10/11,1.92,1.88
short_bow,Q4,mod,near,heavy,0.68,10,9/10/11,1.56,1.53
short_bow,Q4,mod,mid,none,0.00,18,17/18/19,1.59,0.00
short_bow,Q4,mod,mid,light,0.28,18,17/18/19,1.30,0.00
short_bow,Q4,mod,mid,medium,0.48,18,17/18/19,1.10,0.00
short_bow,Q4,mod,mid,heavy,0.68,18,17/18/19,0.89,0.00
short_bow,Q4,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q4,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q4,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q4,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,near,none,0.00,10,9/10/11,2.08,2.05
short_bow,Q5,vanilla,near,light,0.28,10,9/10/11,1.97,1.94
short_bow,Q5,vanilla,near,medium,0.48,10,9/10/11,1.88,1.85
short_bow,Q5,vanilla,near,heavy,0.68,10,9/10/11,1.80,1.77
short_bow,Q5,vanilla,mid,none,0.00,18,17/18/19,1.22,0.00
short_bow,Q5,vanilla,mid,light,0.28,18,17/18/19,1.15,0.00
short_bow,Q5,vanilla,mid,medium,0.48,18,17/18/19,1.10,0.00
short_bow,Q5,vanilla,mid,heavy,0.68,18,17/18/19,1.05,0.00
short_bow,Q5,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q5,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q5,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q5,mod,near,none,0.00,10,9/10/11,3.12,3.07
short_bow,Q5,mod,near,light,0.28,10,9/10/11,2.55,2.51
short_bow,Q5,mod,near,medium,0.48,10,9/10/11,2.14,2.11
short_bow,Q5,mod,near,heavy,0.68,10,9/10/11,1.74,1.71
short_bow,Q5,mod,mid,none,0.00,18,17/18/19,1.82,0.00
short_bow,Q5,mod,mid,light,0.28,18,17/18/19,1.49,0.00
short_bow,Q5,mod,mid,medium,0.48,18,17/18/19,1.26,0.00
short_bow,Q5,mod,mid,heavy,0.68,18,17/18/19,1.02,0.00
short_bow,Q5,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q5,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q5,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q5,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,near,none,0.00,10,9/10/11,2.13,2.10
short_bow,Q6,vanilla,near,light,0.28,10,9/10/11,2.01,1.99
short_bow,Q6,vanilla,near,medium,0.48,10,9/10/11,1.93,1.90
short_bow,Q6,vanilla,near,heavy,0.68,10,9/10/11,1.84,1.82
short_bow,Q6,vanilla,mid,none,0.00,18,17/18/19,1.28,0.00
short_bow,Q6,vanilla,mid,light,0.28,18,17/18/19,1.21,0.00
short_bow,Q6,vanilla,mid,medium,0.48,18,17/18/19,1.15,0.00
short_bow,Q6,vanilla,mid,heavy,0.68,18,17/18/19,1.10,0.00
short_bow,Q6,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
short_bow,Q6,mod,near,none,0.00,10,9/10/11,3.51,3.47
short_bow,Q6,mod,near,light,0.28,10,9/10/11,2.87,2.83
short_bow,Q6,mod,near,medium,0.48,10,9/10/11,2.42,2.38
short_bow,Q6,mod,near,heavy,0.68,10,9/10/11,1.96,1.93
short_bow,Q6,mod,mid,none,0.00,18,17/18/19,2.10,0.00
short_bow,Q6,mod,mid,light,0.28,18,17/18/19,1.72,0.00
short_bow,Q6,mod,mid,medium,0.48,18,17/18/19,1.45,0.00
short_bow,Q6,mod,mid,heavy,0.68,18,17/18/19,1.17,0.00
short_bow,Q6,mod,far,none,0.00,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,light,0.28,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,medium,0.48,22,21/22/23,0.00,0.00
short_bow,Q6,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
short_bow,Q6,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
short_bow,Q6,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,near,none,0.00,10,9/10/11,2.22,2.06
war_bow,Q1,vanilla,near,light,0.28,10,9/10/11,2.10,1.95
war_bow,Q1,vanilla,near,medium,0.48,10,9/10/11,2.01,1.86
war_bow,Q1,vanilla,near,heavy,0.68,10,9/10/11,1.92,1.78
war_bow,Q1,vanilla,mid,none,0.00,18,17/18/19,0.67,0.00
war_bow,Q1,vanilla,mid,light,0.28,18,17/18/19,0.64,0.00
war_bow,Q1,vanilla,mid,medium,0.48,18,17/18/19,0.61,0.00
war_bow,Q1,vanilla,mid,heavy,0.68,18,17/18/19,0.58,0.00
war_bow,Q1,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q1,mod,near,none,0.00,10,9/10/11,1.85,1.72
war_bow,Q1,mod,near,light,0.28,10,9/10/11,1.64,1.52
war_bow,Q1,mod,near,medium,0.48,10,9/10/11,1.48,1.37
war_bow,Q1,mod,near,heavy,0.68,10,9/10/11,1.33,1.23
war_bow,Q1,mod,mid,none,0.00,18,17/18/19,0.78,0.64
war_bow,Q1,mod,mid,light,0.28,18,17/18/19,0.68,0.57
war_bow,Q1,mod,mid,medium,0.48,18,17/18/19,0.62,0.51
war_bow,Q1,mod,mid,heavy,0.68,18,17/18/19,0.55,0.46
war_bow,Q1,mod,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q1,mod,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q1,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q1,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,near,none,0.00,10,9/10/11,2.75,2.63
war_bow,Q2,vanilla,near,light,0.28,10,9/10/11,2.59,2.48
war_bow,Q2,vanilla,near,medium,0.48,10,9/10/11,2.48,2.37
war_bow,Q2,vanilla,near,heavy,0.68,10,9/10/11,2.37,2.27
war_bow,Q2,vanilla,mid,none,0.00,18,17/18/19,1.23,0.00
war_bow,Q2,vanilla,mid,light,0.28,18,17/18/19,1.16,0.00
war_bow,Q2,vanilla,mid,medium,0.48,18,17/18/19,1.11,0.00
war_bow,Q2,vanilla,mid,heavy,0.68,18,17/18/19,1.06,0.00
war_bow,Q2,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q2,mod,near,none,0.00,10,9/10/11,2.39,2.29
war_bow,Q2,mod,near,light,0.28,10,9/10/11,2.11,2.02
war_bow,Q2,mod,near,medium,0.48,10,9/10/11,1.91,1.82
war_bow,Q2,mod,near,heavy,0.68,10,9/10/11,1.71,1.63
war_bow,Q2,mod,mid,none,0.00,18,17/18/19,1.55,1.44
war_bow,Q2,mod,mid,light,0.28,18,17/18/19,1.37,1.27
war_bow,Q2,mod,mid,medium,0.48,18,17/18/19,1.24,1.15
war_bow,Q2,mod,mid,heavy,0.68,18,17/18/19,1.11,1.03
war_bow,Q2,mod,far,none,0.00,22,21/22/23,0.41,0.00
war_bow,Q2,mod,far,light,0.28,22,21/22/23,0.36,0.00
war_bow,Q2,mod,far,medium,0.48,22,21/22/23,0.33,0.00
war_bow,Q2,mod,far,heavy,0.68,22,21/22/23,0.29,0.00
war_bow,Q2,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q2,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,near,none,0.00,10,9/10/11,3.23,3.15
war_bow,Q3,vanilla,near,light,0.28,10,9/10/11,3.05,2.98
war_bow,Q3,vanilla,near,medium,0.48,10,9/10/11,2.92,2.85
war_bow,Q3,vanilla,near,heavy,0.68,10,9/10/11,2.79,2.72
war_bow,Q3,vanilla,mid,none,0.00,18,17/18/19,1.75,0.00
war_bow,Q3,vanilla,mid,light,0.28,18,17/18/19,1.65,0.00
war_bow,Q3,vanilla,mid,medium,0.48,18,17/18/19,1.58,0.00
war_bow,Q3,vanilla,mid,heavy,0.68,18,17/18/19,1.51,0.00
war_bow,Q3,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q3,mod,near,none,0.00,10,9/10/11,2.96,2.89
war_bow,Q3,mod,near,light,0.28,10,9/10/11,2.61,2.55
war_bow,Q3,mod,near,medium,0.48,10,9/10/11,2.36,2.30
war_bow,Q3,mod,near,heavy,0.68,10,9/10/11,2.11,2.06
war_bow,Q3,mod,mid,none,0.00,18,17/18/19,2.37,2.29
war_bow,Q3,mod,mid,light,0.28,18,17/18/19,2.09,2.02
war_bow,Q3,mod,mid,medium,0.48,18,17/18/19,1.89,1.83
war_bow,Q3,mod,mid,heavy,0.68,18,17/18/19,1.69,1.64
war_bow,Q3,mod,far,none,0.00,22,21/22/23,0.72,0.00
war_bow,Q3,mod,far,light,0.28,22,21/22/23,0.63,0.00
war_bow,Q3,mod,far,medium,0.48,22,21/22/23,0.57,0.00
war_bow,Q3,mod,far,heavy,0.68,22,21/22/23,0.51,0.00
war_bow,Q3,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q3,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,near,none,0.00,10,9/10/11,3.39,3.33
war_bow,Q4,vanilla,near,light,0.28,10,9/10/11,3.20,3.14
war_bow,Q4,vanilla,near,medium,0.48,10,9/10/11,3.07,3.01
war_bow,Q4,vanilla,near,heavy,0.68,10,9/10/11,2.93,2.88
war_bow,Q4,vanilla,mid,none,0.00,18,17/18/19,1.94,0.00
war_bow,Q4,vanilla,mid,light,0.28,18,17/18/19,1.83,0.00
war_bow,Q4,vanilla,mid,medium,0.48,18,17/18/19,1.75,0.00
war_bow,Q4,vanilla,mid,heavy,0.68,18,17/18/19,1.68,0.00
war_bow,Q4,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q4,mod,near,none,0.00,10,9/10/11,3.33,3.27
war_bow,Q4,mod,near,light,0.28,10,9/10/11,2.94,2.89
war_bow,Q4,mod,near,medium,0.48,10,9/10/11,2.66,2.61
war_bow,Q4,mod,near,heavy,0.68,10,9/10/11,2.38,2.34
war_bow,Q4,mod,mid,none,0.00,18,17/18/19,2.83,2.76
war_bow,Q4,mod,mid,light,0.28,18,17/18/19,2.49,2.44
war_bow,Q4,mod,mid,medium,0.48,18,17/18/19,2.26,2.20
war_bow,Q4,mod,mid,heavy,0.68,18,17/18/19,2.02,1.97
war_bow,Q4,mod,far,none,0.00,22,21/22/23,0.88,0.00
war_bow,Q4,mod,far,light,0.28,22,21/22/23,0.77,0.00
war_bow,Q4,mod,far,medium,0.48,22,21/22/23,0.70,0.00
war_bow,Q4,mod,far,heavy,0.68,22,21/22/23,0.63,0.00
war_bow,Q4,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q4,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,near,none,0.00,10,9/10/11,3.47,3.42
war_bow,Q5,vanilla,near,light,0.28,10,9/10/11,3.28,3.23
war_bow,Q5,vanilla,near,medium,0.48,10,9/10/11,3.14,3.09
war_bow,Q5,vanilla,near,heavy,0.68,10,9/10/11,3.00,2.95
war_bow,Q5,vanilla,mid,none,0.00,18,17/18/19,2.03,0.00
war_bow,Q5,vanilla,mid,light,0.28,18,17/18/19,1.92,0.00
war_bow,Q5,vanilla,mid,medium,0.48,18,17/18/19,1.84,0.00
war_bow,Q5,vanilla,mid,heavy,0.68,18,17/18/19,1.76,0.00
war_bow,Q5,vanilla,far,none,0.00,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,light,0.28,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,medium,0.48,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,far,heavy,0.68,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q5,mod,near,none,0.00,10,9/10/11,3.73,3.66
war_bow,Q5,mod,near,light,0.28,10,9/10/11,3.29,3.23
war_bow,Q5,mod,near,medium,0.48,10,9/10/11,2.97,2.93
war_bow,Q5,mod,near,heavy,0.68,10,9/10/11,2.66,2.62
war_bow,Q5,mod,mid,none,0.00,18,17/18/19,3.24,3.18
war_bow,Q5,mod,mid,light,0.28,18,17/18/19,2.86,2.81
war_bow,Q5,mod,mid,medium,0.48,18,17/18/19,2.59,2.54
war_bow,Q5,mod,mid,heavy,0.68,18,17/18/19,2.31,2.27
war_bow,Q5,mod,far,none,0.00,22,21/22/23,1.02,0.00
war_bow,Q5,mod,far,light,0.28,22,21/22/23,0.90,0.00
war_bow,Q5,mod,far,medium,0.48,22,21/22/23,0.81,0.00
war_bow,Q5,mod,far,heavy,0.68,22,21/22/23,0.73,0.00
war_bow,Q5,mod,ultra_far,none,0.00,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,light,0.28,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,medium,0.48,25,24/25/26,0.00,0.00
war_bow,Q5,mod,ultra_far,heavy,0.68,25,24/25/26,0.00,0.00
war_bow,Q6,vanilla,near,none,0.00,10,9/10/11,3.56,3.51
war_bow,Q6,vanilla,near,light,0.28,10,9/10/11,3.36,3.31
war_bow,Q6,vanilla,near,medium,0.48,10,9/10/11,3.21,3.17
