group_type,group_name,mode_key,weapon_id,mode,quality,dataset,damage,attackSpeed,range,precision,precisionFalloff,ignoresArmor,armorDamage
by_category,sword_family,falchion,falchion,primary,Q3,mod,16.00,3.00,0.00,1.000,0.0000,0.2600,0.58
by_category,sword_family,falchion,falchion,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.7000,0.60
by_category,sword_family,falchion,falchion,primary,Q4,mod,17.60,3.00,0.00,1.000,0.0000,0.2600,0.58
by_category,sword_family,falchion,falchion,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.7000,0.60
by_category,sword_family,falchion,falchion,primary,Q5,mod,19.20,3.00,0.00,1.000,0.0000,0.2600,0.58
by_category,sword_family,falchion,falchion,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.7000,0.60
by_category,sword_family,falchion,falchion,primary,Q6,mod,22.40,3.00,0.00,1.000,0.0000,0.2600,0.58
by_category,sword_family,knightly_sword,knightly_sword,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q1,mod,12.80,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,knightly_sword,knightly_sword,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q2,mod,15.20,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,knightly_sword,knightly_sword,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q3,mod,16.00,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,knightly_sword,knightly_sword,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q4,mod,17.60,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,knightly_sword,knightly_sword,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q5,mod,19.20,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,knightly_sword,knightly_sword,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.7500,0.60
by_category,sword_family,knightly_sword,knightly_sword,primary,Q6,mod,22.40,3.05,0.00,1.000,0.0000,0.2800,0.62
by_category,sword_family,longsword,longsword,primary,Q1,vanilla,25.60,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q1,mod,25.60,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,longsword,longsword,primary,Q2,vanilla,30.40,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q2,mod,30.40,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,longsword,longsword,primary,Q3,vanilla,32.00,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q3,mod,32.00,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,longsword,longsword,primary,Q4,vanilla,35.20,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q4,mod,35.20,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,longsword,longsword,primary,Q5,vanilla,38.40,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q5,mod,38.40,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,longsword,longsword,primary,Q6,vanilla,44.80,3.15,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,longsword,longsword,primary,Q6,mod,44.80,3.20,0.30,0.950,0.0000,0.3200,0.68
by_category,sword_family,greatsword,greatsword,primary,Q1,vanilla,32.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q1,mod,32.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,sword_family,greatsword,greatsword,primary,Q2,vanilla,38.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q2,mod,38.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,sword_family,greatsword,greatsword,primary,Q3,vanilla,40.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q3,mod,40.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,sword_family,greatsword,greatsword,primary,Q4,vanilla,44.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q4,mod,44.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,sword_family,greatsword,greatsword,primary,Q5,vanilla,48.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q5,mod,48.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,sword_family,greatsword,greatsword,primary,Q6,vanilla,56.00,4.05,0.30,0.950,0.0000,0.7000,0.60
by_category,sword_family,greatsword,greatsword,primary,Q6,mod,56.00,3.95,0.30,0.950,0.0000,0.3200,0.75
by_category,spear_family_with_throwing,spear,spear,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q1,mod,20.80,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q2,mod,24.70,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q3,mod,26.00,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q4,mod,28.60,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q5,mod,31.20,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.55
by_category,spear_family_with_throwing,spear,spear,primary,Q6,mod,36.40,6.20,0.50,0.950,0.0000,0.3600,0.55
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q1,vanilla,21.60,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q1,mod,21.60,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q2,vanilla,25.65,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q2,mod,25.65,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q3,vanilla,27.00,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q3,mod,27.00,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q4,vanilla,29.70,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q4,mod,29.70,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q5,vanilla,32.40,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q5,mod,32.40,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q6,vanilla,37.80,5.85,0.80,0.950,0.0000,0.9000,0.65
by_category,spear_family_with_throwing,reinforced_spear,reinforced_spear,primary,Q6,mod,37.80,5.85,0.90,0.950,0.0000,0.3800,0.65
by_category,spear_family_with_throwing,warfork,warfork,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q1,mod,20.80,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q2,mod,24.70,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q3,mod,26.00,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q4,mod,28.60,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q5,mod,31.20,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,warfork,warfork,primary,Q6,mod,36.40,6.20,0.50,0.950,0.0000,0.3700,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q1,mod,20.80,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q2,mod,24.70,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q3,mod,26.00,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q4,mod,28.60,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q5,mod,31.20,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,billhook,billhook,primary,Q6,mod,36.40,6.20,0.60,0.950,0.0000,0.3900,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q1,vanilla,21.60,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q1,mod,21.60,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q2,vanilla,25.65,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q2,mod,25.65,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q3,vanilla,27.00,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q3,mod,27.00,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q4,vanilla,29.70,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q4,mod,29.70,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q5,vanilla,32.40,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q5,mod,32.40,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q6,vanilla,37.80,6.30,0.70,0.950,0.0000,0.9000,0.60
by_category,spear_family_with_throwing,berdiche,berdiche,primary,Q6,mod,37.80,6.20,1.00,0.950,0.0000,0.4000,0.60
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q1,vanilla,16.00,6.30,10.00,0.950,0.0400,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q1,mod,12.80,6.30,13.00,0.950,0.0300,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q2,vanilla,16.00,6.30,10.00,0.980,0.0300,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q2,mod,15.20,6.30,13.13,0.980,0.0200,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q3,vanilla,16.00,6.30,10.00,1.000,0.0200,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q3,mod,16.00,6.30,13.26,1.000,0.0200,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q4,vanilla,16.00,6.30,10.00,1.000,0.0200,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q4,mod,17.60,6.30,13.39,1.000,0.0100,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q5,vanilla,16.00,6.30,10.00,1.000,0.0100,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q5,mod,19.20,6.30,13.52,1.000,0.0100,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q6,vanilla,16.00,6.30,10.00,1.000,0.0100,0.3500,1.20
by_category,spear_family_with_throwing,light_javelins_throw,light_javelins,primary,Q6,mod,22.40,6.30,13.65,1.000,0.0100,0.3000,0.90
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q1,vanilla,8.00,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q1,mod,8.00,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q2,vanilla,9.50,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q2,mod,9.50,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q3,vanilla,10.00,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q3,mod,10.00,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q4,vanilla,11.00,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q4,mod,11.00,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q5,vanilla,12.00,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q5,mod,12.00,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q6,vanilla,14.00,4.50,0.70,0.950,0.0300,0.8000,0.35
by_category,spear_family_with_throwing,light_javelins_melee,light_javelins,secondary,Q6,mod,14.00,4.50,0.50,0.950,0.0300,0.3400,0.25
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q1,vanilla,14.40,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q1,mod,14.40,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q2,vanilla,17.10,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q2,mod,17.10,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q3,vanilla,18.00,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q3,mod,18.00,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q4,vanilla,19.80,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q4,mod,19.80,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q5,vanilla,21.60,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q5,mod,21.60,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q6,vanilla,25.20,3.60,0.00,1.000,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,hatchet,hatchet,primary,Q6,mod,25.20,3.90,0.00,0.970,0.0000,0.2000,1.45
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q1,vanilla,28.80,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q1,mod,28.80,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q2,vanilla,34.20,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q2,mod,34.20,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q3,vanilla,36.00,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q3,mod,36.00,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q4,vanilla,39.60,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q4,mod,39.60,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q5,vanilla,43.20,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q5,mod,43.20,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q6,vanilla,50.40,6.75,0.00,0.950,0.0000,0.6000,1.10
by_category,axe_family_with_throwing,greataxe,greataxe,primary,Q6,mod,50.40,5.40,0.00,0.950,0.0000,0.2200,1.55
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q1,vanilla,17.00,6.75,10.00,0.900,0.0400,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q1,mod,13.60,6.75,10.00,0.930,0.0400,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q2,vanilla,17.00,6.75,10.00,0.930,0.0300,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q2,mod,16.15,6.75,10.10,0.960,0.0300,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q3,vanilla,17.00,6.75,10.00,0.950,0.0200,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q3,mod,17.00,6.75,10.20,0.980,0.0200,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q4,vanilla,17.00,6.75,10.00,0.950,0.0200,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q4,mod,18.70,6.75,10.30,0.980,0.0200,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q5,vanilla,17.00,6.75,10.00,0.950,0.0100,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q5,mod,20.40,6.75,10.40,0.980,0.0100,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q6,vanilla,17.00,6.75,10.00,0.950,0.0100,0.4000,1.40
by_category,axe_family_with_throwing,throwing_axes_throw,throwing_axes,primary,Q6,mod,23.80,6.75,10.50,0.980,0.0100,0.2200,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q1,vanilla,12.00,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q1,mod,12.00,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q2,vanilla,14.25,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q2,mod,14.25,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q3,vanilla,15.00,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q3,mod,15.00,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q4,vanilla,16.50,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q4,mod,16.50,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q5,vanilla,18.00,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q5,mod,18.00,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q6,vanilla,21.00,4.05,0.00,1.000,0.0000,0.4000,1.00
by_category,axe_family_with_throwing,throwing_axes_melee,throwing_axes,secondary,Q6,mod,21.00,4.05,0.00,1.000,0.0000,0.2000,1.10
by_category,blunt_family,cudgel,cudgel,primary,Q1,vanilla,9.60,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,cudgel,cudgel,primary,Q1,mod,8.80,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,cudgel,cudgel,primary,Q2,vanilla,11.40,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,cudgel,cudgel,primary,Q2,mod,10.45,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,cudgel,cudgel,primary,Q3,vanilla,12.00,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,cudgel,cudgel,primary,Q3,mod,11.00,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,cudgel,cudgel,primary,Q4,vanilla,13.20,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,cudgel,cudgel,primary,Q4,mod,12.10,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,cudgel,cudgel,primary,Q5,vanilla,14.40,4.95,0.00,1.000,0.0000,0.5000,1.00
