group_type,group_name,mode_key,weapon_id,mode,quality,dataset,damage,attackSpeed,range,precision,precisionFalloff,ignoresArmor,armorDamage
same_tier,tier_T1,dagger,dagger,primary,Q2,vanilla,11.40,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T1,dagger,dagger,primary,Q2,mod,11.40,2.90,0.00,1.000,0.0000,0.1800,0.55
same_tier,tier_T1,dagger,dagger,primary,Q3,vanilla,12.00,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T1,dagger,dagger,primary,Q3,mod,12.00,2.90,0.00,1.000,0.0000,0.1800,0.55
same_tier,tier_T1,dagger,dagger,primary,Q4,vanilla,13.20,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T1,dagger,dagger,primary,Q4,mod,13.20,2.90,0.00,1.000,0.0000,0.1800,0.55
same_tier,tier_T1,dagger,dagger,primary,Q5,vanilla,14.40,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T1,dagger,dagger,primary,Q5,mod,14.40,2.90,0.00,1.000,0.0000,0.1800,0.55
same_tier,tier_T1,dagger,dagger,primary,Q6,vanilla,16.80,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T1,dagger,dagger,primary,Q6,mod,16.80,2.90,0.00,1.000,0.0000,0.1800,0.55
same_tier,tier_T1,flail,flail,primary,Q1,vanilla,8.00,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q1,mod,8.00,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,flail,flail,primary,Q2,vanilla,9.50,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q2,mod,9.50,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,flail,flail,primary,Q3,vanilla,10.00,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q3,mod,10.00,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,flail,flail,primary,Q4,vanilla,11.00,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q4,mod,11.00,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,flail,flail,primary,Q5,vanilla,12.00,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q5,mod,12.00,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,flail,flail,primary,Q6,vanilla,14.00,3.60,0.00,1.000,0.0000,0.5000,2.00
same_tier,tier_T1,flail,flail,primary,Q6,mod,14.00,3.60,0.00,1.000,0.0000,0.0800,2.30
same_tier,tier_T1,spear,spear,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q1,mod,16.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T1,spear,spear,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q2,mod,19.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T1,spear,spear,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q3,mod,20.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T1,spear,spear,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q4,mod,22.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T1,spear,spear,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q5,mod,24.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T1,spear,spear,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.55
same_tier,tier_T1,spear,spear,primary,Q6,mod,28.00,6.20,0.50,0.950,0.0000,0.3600,0.55
same_tier,tier_T2,falchion,falchion,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q1,mod,12.00,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,falchion,falchion,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q2,mod,14.25,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,falchion,falchion,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q3,mod,15.00,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,falchion,falchion,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q4,mod,16.50,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,falchion,falchion,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q5,mod,18.00,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,falchion,falchion,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,falchion,falchion,primary,Q6,mod,21.00,3.00,0.00,1.000,0.0000,0.2200,0.72
same_tier,tier_T2,hatchet,hatchet,primary,Q1,vanilla,14.40,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q1,mod,14.40,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,hatchet,hatchet,primary,Q2,vanilla,17.10,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q2,mod,17.10,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,hatchet,hatchet,primary,Q3,vanilla,18.00,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q3,mod,18.00,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,hatchet,hatchet,primary,Q4,vanilla,19.80,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q4,mod,19.80,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,hatchet,hatchet,primary,Q5,vanilla,21.60,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q5,mod,21.60,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,hatchet,hatchet,primary,Q6,vanilla,25.20,3.60,0.00,1.000,0.0000,0.6000,1.10
same_tier,tier_T2,hatchet,hatchet,primary,Q6,mod,25.20,3.90,0.00,0.970,0.0000,0.2000,1.45
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q1,vanilla,8.00,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q1,mod,8.00,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q2,vanilla,9.50,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q2,mod,9.50,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q3,vanilla,10.00,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q3,mod,10.00,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q4,vanilla,11.00,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q4,mod,11.00,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q5,vanilla,12.00,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q5,mod,12.00,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q6,vanilla,14.00,4.50,0.70,0.950,0.0300,0.8000,0.35
same_tier,tier_T2,light_javelins_melee,light_javelins,secondary,Q6,mod,14.00,4.50,0.50,0.950,0.0300,0.3400,0.25
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q1,vanilla,16.00,6.30,10.00,0.950,0.0400,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q1,mod,16.00,6.30,13.00,0.950,0.0300,0.3000,0.90
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q2,vanilla,16.00,6.30,10.00,0.980,0.0300,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q2,mod,16.00,6.30,13.00,0.980,0.0200,0.3000,0.90
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q3,vanilla,16.00,6.30,10.00,1.000,0.0200,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q3,mod,16.00,6.30,13.00,1.000,0.0200,0.3000,0.90
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q4,vanilla,16.00,6.30,10.00,1.000,0.0200,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q4,mod,16.00,6.30,13.00,1.000,0.0100,0.3000,0.90
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q5,vanilla,16.00,6.30,10.00,1.000,0.0100,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q5,mod,16.00,6.30,13.00,1.000,0.0100,0.3000,0.90
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q6,vanilla,16.00,6.30,10.00,1.000,0.0100,0.3500,1.20
same_tier,tier_T2,light_javelins_throw,light_javelins,primary,Q6,mod,16.00,6.30,13.00,1.000,0.0100,0.3000,0.90
same_tier,tier_T2,mace,mace,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q1,mod,12.80,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,mace,mace,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q2,mod,15.20,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,mace,mace,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q3,mod,16.00,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,mace,mace,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q4,mod,17.60,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,mace,mace,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q5,mod,19.20,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,mace,mace,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.6000,2.00
same_tier,tier_T2,mace,mace,primary,Q6,mod,22.40,3.40,0.00,1.000,0.0000,0.0900,2.30
same_tier,tier_T2,military_pick,military_pick,primary,Q1,vanilla,12.80,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q1,mod,12.80,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,military_pick,military_pick,primary,Q2,vanilla,15.20,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q2,mod,15.20,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,military_pick,military_pick,primary,Q3,vanilla,16.00,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q3,mod,16.00,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,military_pick,military_pick,primary,Q4,vanilla,17.60,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q4,mod,17.60,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,military_pick,military_pick,primary,Q5,vanilla,19.20,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q5,mod,19.20,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,military_pick,military_pick,primary,Q6,vanilla,22.40,4.95,0.00,1.000,0.0000,0.6000,1.90
same_tier,tier_T2,military_pick,military_pick,primary,Q6,mod,22.40,4.95,0.00,1.000,0.0000,0.1500,2.23
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q1,vanilla,8.80,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q1,mod,12.00,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q2,vanilla,10.45,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q2,mod,14.25,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q3,vanilla,11.00,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q3,mod,15.00,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q4,vanilla,12.10,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q4,mod,16.50,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q5,vanilla,13.20,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q5,mod,18.00,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q6,vanilla,15.40,3.60,0.00,1.000,0.0000,0.5000,2.10
same_tier,tier_T2,reinforced_flail,reinforced_flail,primary,Q6,mod,21.00,3.60,0.00,1.000,0.0000,0.0800,2.45
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q1,vanilla,21.60,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q1,mod,18.40,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q2,vanilla,25.65,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q2,mod,21.85,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q3,vanilla,27.00,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q3,mod,23.00,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q4,vanilla,29.70,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q4,mod,25.30,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q5,vanilla,32.40,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q5,mod,27.60,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q6,vanilla,37.80,5.85,0.80,0.950,0.0000,0.9000,0.65
same_tier,tier_T2,reinforced_spear,reinforced_spear,primary,Q6,mod,32.20,5.85,0.90,0.950,0.0000,0.3800,0.65
same_tier,tier_T2,short_sword,short_sword,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q1,mod,13.60,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,short_sword,short_sword,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q2,mod,16.15,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,short_sword,short_sword,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q3,mod,17.00,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,short_sword,short_sword,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q4,mod,18.70,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,short_sword,short_sword,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q5,mod,20.40,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,short_sword,short_sword,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.7000,0.60
same_tier,tier_T2,short_sword,short_sword,primary,Q6,mod,23.80,3.00,0.00,1.000,0.0000,0.2900,0.58
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q1,vanilla,12.00,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q1,mod,12.00,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q2,vanilla,14.25,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q2,mod,14.25,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q3,vanilla,15.00,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q3,mod,15.00,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q4,vanilla,16.50,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q4,mod,16.50,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q5,vanilla,18.00,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q5,mod,18.00,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q6,vanilla,21.00,4.05,0.00,1.000,0.0000,0.4000,1.00
same_tier,tier_T2,throwing_axes_melee,throwing_axes,secondary,Q6,mod,21.00,4.05,0.00,1.000,0.0000,0.2000,1.10
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q1,vanilla,17.00,6.75,10.00,0.900,0.0400,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q1,mod,17.00,6.75,10.00,0.930,0.0400,0.2200,1.00
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q2,vanilla,17.00,6.75,10.00,0.930,0.0300,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q2,mod,17.00,6.75,10.00,0.960,0.0300,0.2200,1.00
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q3,vanilla,17.00,6.75,10.00,0.950,0.0200,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q3,mod,17.00,6.75,10.00,0.980,0.0200,0.2200,1.00
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q4,vanilla,17.00,6.75,10.00,0.950,0.0200,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q4,mod,17.00,6.75,10.00,0.980,0.0200,0.2200,1.00
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q5,vanilla,17.00,6.75,10.00,0.950,0.0100,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q5,mod,17.00,6.75,10.00,0.980,0.0100,0.2200,1.00
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q6,vanilla,17.00,6.75,10.00,0.950,0.0100,0.4000,1.40
same_tier,tier_T2,throwing_axes_throw,throwing_axes,primary,Q6,mod,17.00,6.75,10.00,0.980,0.0100,0.2200,1.00
same_tier,tier_T3,billhook,billhook,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q1,mod,21.60,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,billhook,billhook,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q2,mod,25.65,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,billhook,billhook,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q3,mod,27.00,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,billhook,billhook,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q4,mod,29.70,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,billhook,billhook,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q5,mod,32.40,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,billhook,billhook,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,billhook,billhook,primary,Q6,mod,37.80,5.90,0.75,0.970,0.0000,0.3400,0.90
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q1,mod,16.80,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q2,mod,19.95,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q3,mod,21.00,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q4,mod,23.10,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q5,mod,25.20,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.7500,0.60
same_tier,tier_T3,knightly_sword,knightly_sword,primary,Q6,mod,29.40,2.95,0.00,1.000,0.0000,0.3100,0.66
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q1,vanilla,20.80,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q1,mod,20.80,5.20,0.00,0.950,0.0000,0.1000,2.35
