weapon_id,quality,dataset,band,center_m,sample_distances_m,mean_distance_expected_dps,min_distance_expected_dps
short_bow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
short_bow,Q6,vanilla,near,10,9/10/11,2.13,2.10
short_bow,Q6,vanilla,mid,18,17/18/19,1.28,0.00
short_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
short_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
short_bow,Q6,mod,near,10,9/10/11,2.78,2.74
short_bow,Q6,mod,mid,18,17/18/19,2.48,2.44
short_bow,Q6,mod,far,22,21/22/23,0.00,0.00
short_bow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q1,vanilla,near,10,9/10/11,2.22,2.06
war_bow,Q1,vanilla,mid,18,17/18/19,0.67,0.00
war_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q1,mod,near,10,9/10/11,1.98,1.84
war_bow,Q1,mod,mid,18,17/18/19,0.83,0.69
war_bow,Q1,mod,far,22,21/22/23,0.00,0.00
war_bow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q2,vanilla,near,10,9/10/11,2.75,2.63
war_bow,Q2,vanilla,mid,18,17/18/19,1.23,0.00
war_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q2,mod,near,10,9/10/11,2.56,2.45
war_bow,Q2,mod,mid,18,17/18/19,1.66,1.54
war_bow,Q2,mod,far,22,21/22/23,0.00,0.00
war_bow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q3,vanilla,near,10,9/10/11,3.23,3.15
war_bow,Q3,vanilla,mid,18,17/18/19,1.75,0.00
war_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q3,mod,near,10,9/10/11,3.17,3.09
war_bow,Q3,mod,mid,18,17/18/19,2.53,2.45
war_bow,Q3,mod,far,22,21/22/23,0.00,0.00
war_bow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q4,vanilla,near,10,9/10/11,3.39,3.33
war_bow,Q4,vanilla,mid,18,17/18/19,1.94,0.00
war_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q4,mod,near,10,9/10/11,3.57,3.50
war_bow,Q4,mod,mid,18,17/18/19,3.02,2.96
war_bow,Q4,mod,far,22,21/22/23,0.00,0.00
war_bow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q5,vanilla,near,10,9/10/11,3.47,3.42
war_bow,Q5,vanilla,mid,18,17/18/19,2.03,0.00
war_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q5,mod,near,10,9/10/11,3.99,3.92
war_bow,Q5,mod,mid,18,17/18/19,3.47,3.40
war_bow,Q5,mod,far,22,21/22/23,0.00,0.00
war_bow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q6,vanilla,near,10,9/10/11,3.56,3.51
war_bow,Q6,vanilla,mid,18,17/18/19,2.13,0.00
war_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
war_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
war_bow,Q6,mod,near,10,9/10/11,4.49,4.43
war_bow,Q6,mod,mid,18,17/18/19,4.00,3.94
war_bow,Q6,mod,far,22,21/22/23,0.00,0.00
war_bow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q1,vanilla,near,10,9/10/11,2.67,2.47
curved_bow,Q1,vanilla,mid,18,17/18/19,0.81,0.00
curved_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q1,mod,near,10,9/10/11,2.31,2.14
curved_bow,Q1,mod,mid,18,17/18/19,0.97,0.80
curved_bow,Q1,mod,far,22,21/22/23,0.15,0.00
curved_bow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q2,vanilla,near,10,9/10/11,3.30,3.15
curved_bow,Q2,vanilla,mid,18,17/18/19,1.47,0.00
curved_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q2,mod,near,10,9/10/11,2.98,2.85
curved_bow,Q2,mod,mid,18,17/18/19,1.93,1.80
curved_bow,Q2,mod,far,22,21/22/23,0.51,0.00
curved_bow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q3,vanilla,near,10,9/10/11,3.88,3.78
curved_bow,Q3,vanilla,mid,18,17/18/19,2.10,0.00
curved_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q3,mod,near,10,9/10/11,3.69,3.60
curved_bow,Q3,mod,mid,18,17/18/19,2.95,2.86
curved_bow,Q3,mod,far,22,21/22/23,0.89,0.00
curved_bow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q4,vanilla,near,10,9/10/11,4.07,4.00
curved_bow,Q4,vanilla,mid,18,17/18/19,2.33,0.00
curved_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q4,mod,near,10,9/10/11,4.15,4.08
curved_bow,Q4,mod,mid,18,17/18/19,3.52,3.44
curved_bow,Q4,mod,far,22,21/22/23,2.16,0.00
curved_bow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q5,vanilla,near,10,9/10/11,4.17,4.10
curved_bow,Q5,vanilla,mid,18,17/18/19,2.44,0.00
curved_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q5,mod,near,10,9/10/11,4.64,4.57
curved_bow,Q5,mod,mid,18,17/18/19,4.04,3.96
curved_bow,Q5,mod,far,22,21/22/23,2.52,0.00
curved_bow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q6,vanilla,near,10,9/10/11,4.27,4.21
curved_bow,Q6,vanilla,mid,18,17/18/19,2.55,0.00
curved_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
curved_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
curved_bow,Q6,mod,near,10,9/10/11,5.23,5.16
curved_bow,Q6,mod,mid,18,17/18/19,4.66,4.59
curved_bow,Q6,mod,far,22,21/22/23,4.38,4.31
curved_bow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q1,vanilla,near,10,9/10/11,3.06,2.97
long_bow,Q1,vanilla,mid,18,17/18/19,1.63,0.00
long_bow,Q1,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q1,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q1,mod,near,10,9/10/11,2.73,2.66
long_bow,Q1,mod,mid,18,17/18/19,2.15,2.07
long_bow,Q1,mod,far,22,21/22/23,1.86,1.78
long_bow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q2,vanilla,near,10,9/10/11,3.38,3.32
long_bow,Q2,vanilla,mid,18,17/18/19,1.95,0.00
long_bow,Q2,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q2,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q2,mod,near,10,9/10/11,3.15,3.09
long_bow,Q2,mod,mid,18,17/18/19,2.69,2.64
long_bow,Q2,mod,far,22,21/22/23,2.47,2.41
long_bow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q3,vanilla,near,10,9/10/11,3.67,3.63
long_bow,Q3,vanilla,mid,18,17/18/19,2.24,0.00
long_bow,Q3,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q3,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q3,mod,near,10,9/10/11,3.59,3.55
long_bow,Q3,mod,mid,18,17/18/19,3.27,3.23
long_bow,Q3,mod,far,22,21/22/23,3.11,3.07
long_bow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q4,vanilla,near,10,9/10/11,3.75,3.72
long_bow,Q4,vanilla,mid,18,17/18/19,2.34,0.00
long_bow,Q4,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q4,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q4,mod,near,10,9/10/11,3.94,3.91
long_bow,Q4,mod,mid,18,17/18/19,3.67,3.63
long_bow,Q4,mod,far,22,21/22/23,3.53,3.49
long_bow,Q4,mod,ultra_far,25,24/25/26,1.15,0.00
long_bow,Q5,vanilla,near,10,9/10/11,3.79,3.76
long_bow,Q5,vanilla,mid,18,17/18/19,2.38,0.00
long_bow,Q5,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q5,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q5,mod,near,10,9/10/11,4.35,4.31
long_bow,Q5,mod,mid,18,17/18/19,4.09,4.05
long_bow,Q5,mod,far,22,21/22/23,3.95,3.92
long_bow,Q5,mod,ultra_far,25,24/25/26,1.30,0.00
long_bow,Q6,vanilla,near,10,9/10/11,3.83,3.81
long_bow,Q6,vanilla,mid,18,17/18/19,2.43,0.00
long_bow,Q6,vanilla,far,22,21/22/23,0.00,0.00
long_bow,Q6,vanilla,ultra_far,25,24/25/26,0.00,0.00
long_bow,Q6,mod,near,10,9/10/11,4.84,4.81
long_bow,Q6,mod,mid,18,17/18/19,4.59,4.56
long_bow,Q6,mod,far,22,21/22/23,4.47,4.44
long_bow,Q6,mod,ultra_far,25,24/25/26,2.93,0.00
light_crossbow,Q1,vanilla,near,10,9/10/11,1.30,1.26
light_crossbow,Q1,vanilla,mid,18,17/18/19,1.02,0.98
light_crossbow,Q1,vanilla,far,22,21/22/23,0.88,0.85
light_crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.53,0.00
light_crossbow,Q1,mod,near,10,9/10/11,1.60,1.55
light_crossbow,Q1,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q1,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q2,vanilla,near,10,9/10/11,1.74,1.71
light_crossbow,Q2,vanilla,mid,18,17/18/19,1.49,1.45
light_crossbow,Q2,vanilla,far,22,21/22/23,1.36,1.33
light_crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.85,0.00
light_crossbow,Q2,mod,near,10,9/10/11,1.84,1.81
light_crossbow,Q2,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q2,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q3,vanilla,near,10,9/10/11,2.08,2.06
light_crossbow,Q3,vanilla,mid,18,17/18/19,1.90,1.87
light_crossbow,Q3,vanilla,far,22,21/22/23,1.80,1.78
light_crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.16,0.00
light_crossbow,Q3,mod,near,10,9/10/11,2.08,2.06
light_crossbow,Q3,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q3,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q4,vanilla,near,10,9/10/11,2.39,2.37
light_crossbow,Q4,vanilla,mid,18,17/18/19,2.22,2.20
light_crossbow,Q4,vanilla,far,22,21/22/23,2.14,2.12
light_crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.39,0.00
light_crossbow,Q4,mod,near,10,9/10/11,2.19,2.17
light_crossbow,Q4,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q4,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q5,vanilla,near,10,9/10/11,2.71,2.69
light_crossbow,Q5,vanilla,mid,18,17/18/19,2.55,2.53
light_crossbow,Q5,vanilla,far,22,21/22/23,2.47,2.45
light_crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.61,0.00
light_crossbow,Q5,mod,near,10,9/10/11,2.28,2.26
light_crossbow,Q5,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q5,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
light_crossbow,Q6,vanilla,near,10,9/10/11,3.38,3.36
light_crossbow,Q6,vanilla,mid,18,17/18/19,3.21,3.19
light_crossbow,Q6,vanilla,far,22,21/22/23,3.12,3.10
light_crossbow,Q6,vanilla,ultra_far,25,24/25/26,2.04,0.00
light_crossbow,Q6,mod,near,10,9/10/11,2.40,2.38
light_crossbow,Q6,mod,mid,18,17/18/19,0.00,0.00
light_crossbow,Q6,mod,far,22,21/22/23,0.00,0.00
light_crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q1,vanilla,near,10,9/10/11,1.16,1.13
crossbow,Q1,vanilla,mid,18,17/18/19,0.91,0.88
crossbow,Q1,vanilla,far,22,21/22/23,0.79,0.76
crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.47,0.00
crossbow,Q1,mod,near,10,9/10/11,1.43,1.39
crossbow,Q1,mod,mid,18,17/18/19,0.39,0.00
crossbow,Q1,mod,far,22,21/22/23,0.00,0.00
crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q2,vanilla,near,10,9/10/11,1.55,1.52
crossbow,Q2,vanilla,mid,18,17/18/19,1.33,1.30
crossbow,Q2,vanilla,far,22,21/22/23,1.21,1.19
crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.76,0.00
crossbow,Q2,mod,near,10,9/10/11,1.64,1.62
crossbow,Q2,mod,mid,18,17/18/19,0.48,0.00
crossbow,Q2,mod,far,22,21/22/23,0.00,0.00
crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q3,vanilla,near,10,9/10/11,1.86,1.84
crossbow,Q3,vanilla,mid,18,17/18/19,1.69,1.67
crossbow,Q3,vanilla,far,22,21/22/23,1.61,1.59
crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.04,0.00
crossbow,Q3,mod,near,10,9/10/11,1.86,1.84
crossbow,Q3,mod,mid,18,17/18/19,0.57,0.00
crossbow,Q3,mod,far,22,21/22/23,0.00,0.00
crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q4,vanilla,near,10,9/10/11,2.13,2.11
crossbow,Q4,vanilla,mid,18,17/18/19,1.98,1.96
crossbow,Q4,vanilla,far,22,21/22/23,1.91,1.89
crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.24,0.00
crossbow,Q4,mod,near,10,9/10/11,1.96,1.94
crossbow,Q4,mod,mid,18,17/18/19,0.61,0.00
crossbow,Q4,mod,far,22,21/22/23,0.00,0.00
crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q5,vanilla,near,10,9/10/11,2.42,2.41
crossbow,Q5,vanilla,mid,18,17/18/19,2.28,2.26
crossbow,Q5,vanilla,far,22,21/22/23,2.21,2.19
crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.44,0.00
crossbow,Q5,mod,near,10,9/10/11,2.04,2.02
crossbow,Q5,mod,mid,18,17/18/19,0.64,0.00
crossbow,Q5,mod,far,22,21/22/23,0.00,0.00
crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
crossbow,Q6,vanilla,near,10,9/10/11,3.02,3.00
crossbow,Q6,vanilla,mid,18,17/18/19,2.86,2.84
crossbow,Q6,vanilla,far,22,21/22/23,2.79,2.77
crossbow,Q6,vanilla,ultra_far,25,24/25/26,1.83,0.00
crossbow,Q6,mod,near,10,9/10/11,2.14,2.13
crossbow,Q6,mod,mid,18,17/18/19,0.68,0.00
crossbow,Q6,mod,far,22,21/22/23,0.00,0.00
crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q1,vanilla,near,10,9/10/11,1.50,1.46
heavy_crossbow,Q1,vanilla,mid,18,17/18/19,1.18,1.14
heavy_crossbow,Q1,vanilla,far,22,21/22/23,1.02,0.98
heavy_crossbow,Q1,vanilla,ultra_far,25,24/25/26,0.61,0.00
heavy_crossbow,Q1,mod,near,10,9/10/11,1.84,1.79
heavy_crossbow,Q1,mod,mid,18,17/18/19,1.45,1.40
heavy_crossbow,Q1,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q1,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q2,vanilla,near,10,9/10/11,2.00,1.97
heavy_crossbow,Q2,vanilla,mid,18,17/18/19,1.71,1.68
heavy_crossbow,Q2,vanilla,far,22,21/22/23,1.57,1.53
heavy_crossbow,Q2,vanilla,ultra_far,25,24/25/26,0.99,0.00
heavy_crossbow,Q2,mod,near,10,9/10/11,2.13,2.09
heavy_crossbow,Q2,mod,mid,18,17/18/19,1.82,1.78
heavy_crossbow,Q2,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q2,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q3,vanilla,near,10,9/10/11,2.40,2.37
heavy_crossbow,Q3,vanilla,mid,18,17/18/19,2.19,2.16
heavy_crossbow,Q3,vanilla,far,22,21/22/23,2.08,2.05
heavy_crossbow,Q3,vanilla,ultra_far,25,24/25/26,1.34,0.00
heavy_crossbow,Q3,mod,near,10,9/10/11,2.40,2.37
heavy_crossbow,Q3,mod,mid,18,17/18/19,2.19,2.16
heavy_crossbow,Q3,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q3,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q4,vanilla,near,10,9/10/11,2.75,2.73
heavy_crossbow,Q4,vanilla,mid,18,17/18/19,2.56,2.54
heavy_crossbow,Q4,vanilla,far,22,21/22/23,2.47,2.44
heavy_crossbow,Q4,vanilla,ultra_far,25,24/25/26,1.60,0.00
heavy_crossbow,Q4,mod,near,10,9/10/11,2.53,2.51
heavy_crossbow,Q4,mod,mid,18,17/18/19,2.35,2.33
heavy_crossbow,Q4,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q4,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q5,vanilla,near,10,9/10/11,3.13,3.11
heavy_crossbow,Q5,vanilla,mid,18,17/18/19,2.94,2.92
heavy_crossbow,Q5,vanilla,far,22,21/22/23,2.85,2.83
heavy_crossbow,Q5,vanilla,ultra_far,25,24/25/26,1.86,0.00
heavy_crossbow,Q5,mod,near,10,9/10/11,2.63,2.61
heavy_crossbow,Q5,mod,mid,18,17/18/19,2.47,2.45
heavy_crossbow,Q5,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q5,mod,ultra_far,25,24/25/26,0.00,0.00
heavy_crossbow,Q6,vanilla,near,10,9/10/11,3.90,3.87
heavy_crossbow,Q6,vanilla,mid,18,17/18/19,3.70,3.68
heavy_crossbow,Q6,vanilla,far,22,21/22/23,3.60,3.58
heavy_crossbow,Q6,vanilla,ultra_far,25,24/25/26,2.36,0.00
heavy_crossbow,Q6,mod,near,10,9/10/11,2.77,2.75
heavy_crossbow,Q6,mod,mid,18,17/18/19,2.63,2.61
heavy_crossbow,Q6,mod,far,22,21/22/23,0.00,0.00
heavy_crossbow,Q6,mod,ultra_far,25,24/25/26,0.00,0.00
