mode_key,weapon_id,weapon_mode,quality,dataset,armor_profile,flat_mitigation_proxy,damage_raw,ignoresArmor,precision,attackSpeed,dealt_hp_damage_proxy,expected_dps_armor_proxy,armorDamage_raw_not_in_hp_proxy
war_bow,war_bow,primary,Q1,mod,light,0.28,16.39,0.5800,0.950,4.86,14.47,2.83,0.10
war_bow,war_bow,primary,Q1,mod,plate_iron,0.68,16.39,0.5800,0.950,4.86,11.71,2.29,0.10
war_bow,war_bow,primary,Q2,mod,none,0.00,16.93,0.5800,0.980,4.81,16.93,3.45,0.10
war_bow,war_bow,primary,Q2,mod,light,0.28,16.93,0.5800,0.980,4.81,14.94,3.04,0.10
war_bow,war_bow,primary,Q2,mod,plate_iron,0.68,16.93,0.5800,0.980,4.81,12.09,2.46,0.10
war_bow,war_bow,primary,Q3,mod,none,0.00,17.46,0.5800,1.000,4.72,17.46,3.70,0.10
war_bow,war_bow,primary,Q3,mod,light,0.28,17.46,0.5800,1.000,4.72,15.41,3.26,0.10
war_bow,war_bow,primary,Q3,mod,plate_iron,0.68,17.46,0.5800,1.000,4.72,12.48,2.64,0.10
war_bow,war_bow,primary,Q4,mod,none,0.00,18.35,0.5800,1.000,4.63,18.35,3.97,0.10
war_bow,war_bow,primary,Q4,mod,light,0.28,18.35,0.5800,1.000,4.63,16.20,3.50,0.10
war_bow,war_bow,primary,Q4,mod,plate_iron,0.68,18.35,0.5800,1.000,4.63,13.11,2.83,0.10
war_bow,war_bow,primary,Q5,mod,none,0.00,19.42,0.5800,1.000,4.48,19.42,4.33,0.10
war_bow,war_bow,primary,Q5,mod,light,0.28,19.42,0.5800,1.000,4.48,17.14,3.82,0.10
war_bow,war_bow,primary,Q5,mod,plate_iron,0.68,19.42,0.5800,1.000,4.48,13.88,3.09,0.10
war_bow,war_bow,primary,Q6,mod,none,0.00,20.49,0.5800,1.000,4.30,20.49,4.77,0.10
war_bow,war_bow,primary,Q6,mod,light,0.28,20.49,0.5800,1.000,4.30,18.08,4.21,0.10
war_bow,war_bow,primary,Q6,mod,plate_iron,0.68,20.49,0.5800,1.000,4.30,14.64,3.41,0.10
curved_bow,curved_bow,primary,Q1,vanilla,none,0.00,24.00,0.8000,0.950,4.95,24.00,4.61,0.40
curved_bow,curved_bow,primary,Q1,vanilla,light,0.28,24.00,0.8000,0.950,4.95,22.66,4.35,0.40
curved_bow,curved_bow,primary,Q1,vanilla,plate_iron,0.68,24.00,0.8000,0.950,4.95,20.74,3.98,0.40
curved_bow,curved_bow,primary,Q2,vanilla,none,0.00,24.00,0.8000,0.980,4.95,24.00,4.75,0.40
curved_bow,curved_bow,primary,Q2,vanilla,light,0.28,24.00,0.8000,0.980,4.95,22.66,4.49,0.40
curved_bow,curved_bow,primary,Q2,vanilla,plate_iron,0.68,24.00,0.8000,0.980,4.95,20.74,4.11,0.40
curved_bow,curved_bow,primary,Q3,vanilla,none,0.00,24.00,0.8000,1.000,4.95,24.00,4.85,0.40
curved_bow,curved_bow,primary,Q3,vanilla,light,0.28,24.00,0.8000,1.000,4.95,22.66,4.58,0.40
curved_bow,curved_bow,primary,Q3,vanilla,plate_iron,0.68,24.00,0.8000,1.000,4.95,20.74,4.19,0.40
curved_bow,curved_bow,primary,Q4,vanilla,none,0.00,24.00,0.8000,1.000,4.95,24.00,4.85,0.40
curved_bow,curved_bow,primary,Q4,vanilla,light,0.28,24.00,0.8000,1.000,4.95,22.66,4.58,0.40
curved_bow,curved_bow,primary,Q4,vanilla,plate_iron,0.68,24.00,0.8000,1.000,4.95,20.74,4.19,0.40
curved_bow,curved_bow,primary,Q5,vanilla,none,0.00,24.00,0.8000,1.000,4.95,24.00,4.85,0.40
curved_bow,curved_bow,primary,Q5,vanilla,light,0.28,24.00,0.8000,1.000,4.95,22.66,4.58,0.40
curved_bow,curved_bow,primary,Q5,vanilla,plate_iron,0.68,24.00,0.8000,1.000,4.95,20.74,4.19,0.40
curved_bow,curved_bow,primary,Q6,vanilla,none,0.00,24.00,0.8000,1.000,4.95,24.00,4.85,0.40
curved_bow,curved_bow,primary,Q6,vanilla,light,0.28,24.00,0.8000,1.000,4.95,22.66,4.58,0.40
curved_bow,curved_bow,primary,Q6,vanilla,plate_iron,0.68,24.00,0.8000,1.000,4.95,20.74,4.19,0.40
curved_bow,curved_bow,primary,Q1,mod,none,0.00,19.89,0.6800,0.950,5.36,19.89,3.53,0.10
curved_bow,curved_bow,primary,Q1,mod,light,0.28,19.89,0.6800,0.950,5.36,18.11,3.21,0.10
curved_bow,curved_bow,primary,Q1,mod,plate_iron,0.68,19.89,0.6800,0.950,5.36,15.56,2.76,0.10
curved_bow,curved_bow,primary,Q2,mod,none,0.00,20.54,0.6800,0.980,5.30,20.54,3.79,0.10
curved_bow,curved_bow,primary,Q2,mod,light,0.28,20.54,0.6800,0.980,5.30,18.70,3.45,0.10
curved_bow,curved_bow,primary,Q2,mod,plate_iron,0.68,20.54,0.6800,0.980,5.30,16.07,2.97,0.10
curved_bow,curved_bow,primary,Q3,mod,none,0.00,21.19,0.6800,1.000,5.20,21.19,4.07,0.10
curved_bow,curved_bow,primary,Q3,mod,light,0.28,21.19,0.6800,1.000,5.20,19.29,3.71,0.10
curved_bow,curved_bow,primary,Q3,mod,plate_iron,0.68,21.19,0.6800,1.000,5.20,16.58,3.19,0.10
curved_bow,curved_bow,primary,Q4,mod,none,0.00,22.27,0.6800,1.000,5.10,22.27,4.37,0.10
curved_bow,curved_bow,primary,Q4,mod,light,0.28,22.27,0.6800,1.000,5.10,20.27,3.98,0.10
curved_bow,curved_bow,primary,Q4,mod,plate_iron,0.68,22.27,0.6800,1.000,5.10,17.42,3.42,0.10
curved_bow,curved_bow,primary,Q5,mod,none,0.00,23.57,0.6800,1.000,4.94,23.57,4.77,0.10
curved_bow,curved_bow,primary,Q5,mod,light,0.28,23.57,0.6800,1.000,4.94,21.45,4.34,0.10
curved_bow,curved_bow,primary,Q5,mod,plate_iron,0.68,23.57,0.6800,1.000,4.94,18.44,3.73,0.10
curved_bow,curved_bow,primary,Q6,mod,none,0.00,24.86,0.6800,1.000,4.73,24.86,5.25,0.10
curved_bow,curved_bow,primary,Q6,mod,light,0.28,24.86,0.6800,1.000,4.73,22.64,4.78,0.10
curved_bow,curved_bow,primary,Q6,mod,plate_iron,0.68,24.86,0.6800,1.000,4.73,19.45,4.11,0.10
long_bow,long_bow,primary,Q1,vanilla,none,0.00,22.00,0.8000,0.950,5.40,22.00,3.87,0.40
long_bow,long_bow,primary,Q1,vanilla,light,0.28,22.00,0.8000,0.950,5.40,20.77,3.65,0.40
long_bow,long_bow,primary,Q1,vanilla,plate_iron,0.68,22.00,0.8000,0.950,5.40,19.01,3.34,0.40
long_bow,long_bow,primary,Q2,vanilla,none,0.00,22.00,0.8000,0.980,5.40,22.00,3.99,0.40
long_bow,long_bow,primary,Q2,vanilla,light,0.28,22.00,0.8000,0.980,5.40,20.77,3.77,0.40
long_bow,long_bow,primary,Q2,vanilla,plate_iron,0.68,22.00,0.8000,0.980,5.40,19.01,3.45,0.40
long_bow,long_bow,primary,Q3,vanilla,none,0.00,22.00,0.8000,1.000,5.40,22.00,4.07,0.40
long_bow,long_bow,primary,Q3,vanilla,light,0.28,22.00,0.8000,1.000,5.40,20.77,3.85,0.40
long_bow,long_bow,primary,Q3,vanilla,plate_iron,0.68,22.00,0.8000,1.000,5.40,19.01,3.52,0.40
long_bow,long_bow,primary,Q4,vanilla,none,0.00,22.00,0.8000,1.000,5.40,22.00,4.07,0.40
long_bow,long_bow,primary,Q4,vanilla,light,0.28,22.00,0.8000,1.000,5.40,20.77,3.85,0.40
long_bow,long_bow,primary,Q4,vanilla,plate_iron,0.68,22.00,0.8000,1.000,5.40,19.01,3.52,0.40
long_bow,long_bow,primary,Q5,vanilla,none,0.00,22.00,0.8000,1.000,5.40,22.00,4.07,0.40
long_bow,long_bow,primary,Q5,vanilla,light,0.28,22.00,0.8000,1.000,5.40,20.77,3.85,0.40
long_bow,long_bow,primary,Q5,vanilla,plate_iron,0.68,22.00,0.8000,1.000,5.40,19.01,3.52,0.40
long_bow,long_bow,primary,Q6,vanilla,none,0.00,22.00,0.8000,1.000,5.40,22.00,4.07,0.40
long_bow,long_bow,primary,Q6,vanilla,light,0.28,22.00,0.8000,1.000,5.40,20.77,3.85,0.40
long_bow,long_bow,primary,Q6,vanilla,plate_iron,0.68,22.00,0.8000,1.000,5.40,19.01,3.52,0.40
long_bow,long_bow,primary,Q1,mod,none,0.00,23.09,0.7000,0.950,5.56,23.09,3.94,0.10
long_bow,long_bow,primary,Q1,mod,light,0.28,23.09,0.7000,0.950,5.56,21.15,3.61,0.10
long_bow,long_bow,primary,Q1,mod,plate_iron,0.68,23.09,0.7000,0.950,5.56,18.38,3.14,0.10
long_bow,long_bow,primary,Q2,mod,none,0.00,23.85,0.7000,0.980,5.51,23.85,4.24,0.10
long_bow,long_bow,primary,Q2,mod,light,0.28,23.85,0.7000,0.980,5.51,21.84,3.89,0.10
long_bow,long_bow,primary,Q2,mod,plate_iron,0.68,23.85,0.7000,0.980,5.51,18.98,3.38,0.10
long_bow,long_bow,primary,Q3,mod,none,0.00,24.60,0.7000,1.000,5.40,24.60,4.56,0.10
long_bow,long_bow,primary,Q3,mod,light,0.28,24.60,0.7000,1.000,5.40,22.53,4.17,0.10
long_bow,long_bow,primary,Q3,mod,plate_iron,0.68,24.60,0.7000,1.000,5.40,19.58,3.63,0.10
long_bow,long_bow,primary,Q4,mod,none,0.00,25.85,0.7000,1.000,5.29,25.85,4.89,0.10
long_bow,long_bow,primary,Q4,mod,light,0.28,25.85,0.7000,1.000,5.29,23.68,4.47,0.10
long_bow,long_bow,primary,Q4,mod,plate_iron,0.68,25.85,0.7000,1.000,5.29,20.58,3.89,0.10
long_bow,long_bow,primary,Q5,mod,none,0.00,27.36,0.7000,1.000,5.13,27.36,5.33,0.10
long_bow,long_bow,primary,Q5,mod,light,0.28,27.36,0.7000,1.000,5.13,25.06,4.89,0.10
long_bow,long_bow,primary,Q5,mod,plate_iron,0.68,27.36,0.7000,1.000,5.13,21.78,4.25,0.10
long_bow,long_bow,primary,Q6,mod,none,0.00,28.87,0.7000,1.000,4.91,28.87,5.87,0.10
long_bow,long_bow,primary,Q6,mod,light,0.28,28.87,0.7000,1.000,4.91,26.44,5.38,0.10
long_bow,long_bow,primary,Q6,mod,plate_iron,0.68,28.87,0.7000,1.000,4.91,22.98,4.68,0.10
light_crossbow,light_crossbow,primary,Q1,vanilla,none,0.00,20.80,0.9000,0.950,12.04,20.80,1.64,0.50
light_crossbow,light_crossbow,primary,Q1,vanilla,light,0.28,20.80,0.9000,0.950,12.04,20.22,1.60,0.50
light_crossbow,light_crossbow,primary,Q1,vanilla,plate_iron,0.68,20.80,0.9000,0.950,12.04,19.39,1.53,0.50
light_crossbow,light_crossbow,primary,Q2,vanilla,none,0.00,24.73,0.9000,0.980,11.81,24.73,2.05,0.50
light_crossbow,light_crossbow,primary,Q2,vanilla,light,0.28,24.73,0.9000,0.980,11.81,24.03,1.99,0.50
light_crossbow,light_crossbow,primary,Q2,vanilla,plate_iron,0.68,24.73,0.9000,0.980,11.81,23.04,1.91,0.50
light_crossbow,light_crossbow,primary,Q3,vanilla,none,0.00,26.00,0.9000,1.000,11.25,26.00,2.31,0.50
light_crossbow,light_crossbow,primary,Q3,vanilla,light,0.28,26.00,0.9000,1.000,11.25,25.27,2.25,0.50
light_crossbow,light_crossbow,primary,Q3,vanilla,plate_iron,0.68,26.00,0.9000,1.000,11.25,24.23,2.15,0.50
light_crossbow,light_crossbow,primary,Q4,vanilla,none,0.00,28.60,0.9000,1.000,11.03,28.60,2.59,0.50
light_crossbow,light_crossbow,primary,Q4,vanilla,light,0.28,28.60,0.9000,1.000,11.03,27.80,2.52,0.50
light_crossbow,light_crossbow,primary,Q4,vanilla,plate_iron,0.68,28.60,0.9000,1.000,11.03,26.66,2.42,0.50
light_crossbow,light_crossbow,primary,Q5,vanilla,none,0.00,31.20,0.9000,1.000,10.69,31.20,2.92,0.50
light_crossbow,light_crossbow,primary,Q5,vanilla,light,0.28,31.20,0.9000,1.000,10.69,30.33,2.84,0.50
light_crossbow,light_crossbow,primary,Q5,vanilla,plate_iron,0.68,31.20,0.9000,1.000,10.69,29.08,2.72,0.50
light_crossbow,light_crossbow,primary,Q6,vanilla,none,0.00,36.40,0.9000,1.000,10.13,36.40,3.60,0.50
light_crossbow,light_crossbow,primary,Q6,vanilla,light,0.28,36.40,0.9000,1.000,10.13,35.38,3.49,0.50
light_crossbow,light_crossbow,primary,Q6,vanilla,plate_iron,0.68,36.40,0.9000,1.000,10.13,33.92,3.35,0.50
light_crossbow,light_crossbow,primary,Q1,mod,none,0.00,23.88,0.6500,0.950,11.48,23.88,1.98,0.20
light_crossbow,light_crossbow,primary,Q1,mod,light,0.28,23.88,0.6500,0.950,11.48,21.54,1.78,0.20
light_crossbow,light_crossbow,primary,Q1,mod,plate_iron,0.68,23.88,0.6500,0.950,11.48,18.19,1.51,0.20
light_crossbow,light_crossbow,primary,Q2,mod,none,0.00,24.64,0.6500,0.980,11.36,24.64,2.12,0.20
light_crossbow,light_crossbow,primary,Q2,mod,light,0.28,24.64,0.6500,0.980,11.36,22.22,1.92,0.20
light_crossbow,light_crossbow,primary,Q2,mod,plate_iron,0.68,24.64,0.6500,0.980,11.36,18.77,1.62,0.20
light_crossbow,light_crossbow,primary,Q3,mod,none,0.00,25.40,0.6500,1.000,11.25,25.40,2.26,0.20
light_crossbow,light_crossbow,primary,Q3,mod,light,0.28,25.40,0.6500,1.000,11.25,22.91,2.04,0.20
light_crossbow,light_crossbow,primary,Q3,mod,plate_iron,0.68,25.40,0.6500,1.000,11.25,19.35,1.72,0.20
light_crossbow,light_crossbow,primary,Q4,mod,none,0.00,25.91,0.6500,1.000,11.14,25.91,2.33,0.20
light_crossbow,light_crossbow,primary,Q4,mod,light,0.28,25.91,0.6500,1.000,11.14,23.37,2.10,0.20
light_crossbow,light_crossbow,primary,Q4,mod,plate_iron,0.68,25.91,0.6500,1.000,11.14,19.74,1.77,0.20
light_crossbow,light_crossbow,primary,Q5,mod,none,0.00,26.42,0.6500,1.000,11.03,26.42,2.40,0.20
light_crossbow,light_crossbow,primary,Q5,mod,light,0.28,26.42,0.6500,1.000,11.03,23.83,2.16,0.20
light_crossbow,light_crossbow,primary,Q5,mod,plate_iron,0.68,26.42,0.6500,1.000,11.03,20.13,1.83,0.20
light_crossbow,light_crossbow,primary,Q6,mod,none,0.00,26.92,0.6500,1.000,10.80,26.92,2.49,0.20
light_crossbow,light_crossbow,primary,Q6,mod,light,0.28,26.92,0.6500,1.000,10.80,24.29,2.25,0.20
light_crossbow,light_crossbow,primary,Q6,mod,plate_iron,0.68,26.92,0.6500,1.000,10.80,20.52,1.90,0.20
crossbow,crossbow,primary,Q1,vanilla,none,0.00,20.80,0.9000,0.950,13.48,20.80,1.47,0.50
crossbow,crossbow,primary,Q1,vanilla,light,0.28,20.80,0.9000,0.950,13.48,20.22,1.42,0.50
crossbow,crossbow,primary,Q1,vanilla,plate_iron,0.68,20.80,0.9000,0.950,13.48,19.39,1.37,0.50
crossbow,crossbow,primary,Q2,vanilla,none,0.00,24.73,0.9000,0.980,13.23,24.73,1.83,0.50
crossbow,crossbow,primary,Q2,vanilla,light,0.28,24.73,0.9000,0.980,13.23,24.03,1.78,0.50
crossbow,crossbow,primary,Q2,vanilla,plate_iron,0.68,24.73,0.9000,0.980,13.23,23.04,1.71,0.50
crossbow,crossbow,primary,Q3,vanilla,none,0.00,26.00,0.9000,1.000,12.60,26.00,2.06,0.50
crossbow,crossbow,primary,Q3,vanilla,light,0.28,26.00,0.9000,1.000,12.60,25.27,2.01,0.50
crossbow,crossbow,primary,Q3,vanilla,plate_iron,0.68,26.00,0.9000,1.000,12.60,24.23,1.92,0.50
crossbow,crossbow,primary,Q4,vanilla,none,0.00,28.60,0.9000,1.000,12.35,28.60,2.32,0.50
crossbow,crossbow,primary,Q4,vanilla,light,0.28,28.60,0.9000,1.000,12.35,27.80,2.25,0.50
crossbow,crossbow,primary,Q4,vanilla,plate_iron,0.68,28.60,0.9000,1.000,12.35,26.66,2.16,0.50
crossbow,crossbow,primary,Q5,vanilla,none,0.00,31.20,0.9000,1.000,11.97,31.20,2.61,0.50
crossbow,crossbow,primary,Q5,vanilla,light,0.28,31.20,0.9000,1.000,11.97,30.33,2.53,0.50
crossbow,crossbow,primary,Q5,vanilla,plate_iron,0.68,31.20,0.9000,1.000,11.97,29.08,2.43,0.50
crossbow,crossbow,primary,Q6,vanilla,none,0.00,36.40,0.9000,1.000,11.34,36.40,3.21,0.50
crossbow,crossbow,primary,Q6,vanilla,light,0.28,36.40,0.9000,1.000,11.34,35.38,3.12,0.50
crossbow,crossbow,primary,Q6,vanilla,plate_iron,0.68,36.40,0.9000,1.000,11.34,33.92,2.99,0.50
crossbow,crossbow,primary,Q1,mod,none,0.00,28.76,0.7200,0.950,12.85,28.76,2.13,0.20
crossbow,crossbow,primary,Q1,mod,light,0.28,28.76,0.7200,0.950,12.85,26.51,1.96,0.20
crossbow,crossbow,primary,Q1,mod,plate_iron,0.68,28.76,0.7200,0.950,12.85,23.29,1.72,0.20
crossbow,crossbow,primary,Q2,mod,none,0.00,29.68,0.7200,0.980,12.73,29.68,2.29,0.20
crossbow,crossbow,primary,Q2,mod,light,0.28,29.68,0.7200,0.980,12.73,27.35,2.11,0.20
crossbow,crossbow,primary,Q2,mod,plate_iron,0.68,29.68,0.7200,0.980,12.73,24.03,1.85,0.20
crossbow,crossbow,primary,Q3,mod,none,0.00,30.60,0.7200,1.000,12.60,30.60,2.43,0.20
crossbow,crossbow,primary,Q3,mod,light,0.28,30.60,0.7200,1.000,12.60,28.20,2.24,0.20
crossbow,crossbow,primary,Q3,mod,plate_iron,0.68,30.60,0.7200,1.000,12.60,24.77,1.97,0.20
crossbow,crossbow,primary,Q4,mod,none,0.00,31.21,0.7200,1.000,12.47,31.21,2.50,0.20
crossbow,crossbow,primary,Q4,mod,light,0.28,31.21,0.7200,1.000,12.47,28.76,2.31,0.20
crossbow,crossbow,primary,Q4,mod,plate_iron,0.68,31.21,0.7200,1.000,12.47,25.27,2.03,0.20
crossbow,crossbow,primary,Q5,mod,none,0.00,31.82,0.7200,1.000,12.35,31.82,2.58,0.20
crossbow,crossbow,primary,Q5,mod,light,0.28,31.82,0.7200,1.000,12.35,29.33,2.38,0.20
crossbow,crossbow,primary,Q5,mod,plate_iron,0.68,31.82,0.7200,1.000,12.35,25.76,2.09,0.20
crossbow,crossbow,primary,Q6,mod,none,0.00,32.44,0.7200,1.000,12.10,32.44,2.68,0.20
crossbow,crossbow,primary,Q6,mod,light,0.28,32.44,0.7200,1.000,12.10,29.89,2.47,0.20
crossbow,crossbow,primary,Q6,mod,plate_iron,0.68,32.44,0.7200,1.000,12.10,26.26,2.17,0.20
heavy_crossbow,heavy_crossbow,primary,Q1,vanilla,none,0.00,28.80,0.9200,0.950,14.45,28.80,1.89,0.50
heavy_crossbow,heavy_crossbow,primary,Q1,vanilla,light,0.28,28.80,0.9200,0.950,14.45,28.15,1.85,0.50
heavy_crossbow,heavy_crossbow,primary,Q1,vanilla,plate_iron,0.68,28.80,0.9200,0.950,14.45,27.23,1.79,0.50
heavy_crossbow,heavy_crossbow,primary,Q2,vanilla,none,0.00,34.24,0.9200,0.980,14.18,34.24,2.37,0.50
heavy_crossbow,heavy_crossbow,primary,Q2,vanilla,light,0.28,34.24,0.9200,0.980,14.18,33.47,2.31,0.50
heavy_crossbow,heavy_crossbow,primary,Q2,vanilla,plate_iron,0.68,34.24,0.9200,0.980,14.18,32.37,2.24,0.50
heavy_crossbow,heavy_crossbow,primary,Q3,vanilla,none,0.00,36.00,0.9200,1.000,13.50,36.00,2.67,0.50
heavy_crossbow,heavy_crossbow,primary,Q3,vanilla,light,0.28,36.00,0.9200,1.000,13.50,35.19,2.61,0.50
heavy_crossbow,heavy_crossbow,primary,Q3,vanilla,plate_iron,0.68,36.00,0.9200,1.000,13.50,34.04,2.52,0.50
heavy_crossbow,heavy_crossbow,primary,Q4,vanilla,none,0.00,39.60,0.9200,1.000,13.23,39.60,2.99,0.50
heavy_crossbow,heavy_crossbow,primary,Q4,vanilla,light,0.28,39.60,0.9200,1.000,13.23,38.71,2.93,0.50
heavy_crossbow,heavy_crossbow,primary,Q4,vanilla,plate_iron,0.68,39.60,0.9200,1.000,13.23,37.45,2.83,0.50
heavy_crossbow,heavy_crossbow,primary,Q5,vanilla,none,0.00,43.20,0.9200,1.000,12.83,43.20,3.37,0.50
heavy_crossbow,heavy_crossbow,primary,Q5,vanilla,light,0.28,43.20,0.9200,1.000,12.83,42.23,3.29,0.50
heavy_crossbow,heavy_crossbow,primary,Q5,vanilla,plate_iron,0.68,43.20,0.9200,1.000,12.83,40.85,3.19,0.50
heavy_crossbow,heavy_crossbow,primary,Q6,vanilla,none,0.00,50.40,0.9200,1.000,12.15,50.40,4.15,0.50
heavy_crossbow,heavy_crossbow,primary,Q6,vanilla,light,0.28,50.40,0.9200,1.000,12.15,49.27,4.06,0.50
